sample_id,Contig_ID,true_serotype,true_serogroup,dataset,benchmark
ERR1202188,28,1,1,Training,GPS benchmark
ERR505707,31,13,13,Training,GPS benchmark
ERR505707,32,13,13,Training,GPS benchmark
SRR26673287,2,8,8,Training,GPS benchmark
SRR26673287,6,8,8,Training,GPS benchmark
SRR26749853,2,24,24,Training,GPS benchmark
ERR2680849,1,6A,6,Training,GPS benchmark
ERR2680849,26,6A,6,Training,GPS benchmark
SRR26878538,1,35B,35,Training,GPS benchmark
SRR26878557,2,8,8,Training,GPS benchmark
SRR26878557,7,8,8,Training,GPS benchmark
ERR568625,1,1,1,Training,GPS benchmark
ERR568625,5,1,1,Training,GPS benchmark
ERR3831148,2,24F,24,Training,GPS benchmark
ERR925159,1,34,34,Training,GPS benchmark
ERR925159,17,34,34,Training,GPS benchmark
ERR600509,3,14,14,Training,GPS benchmark
ERR600509,29,14,14,Training,GPS benchmark
SRR26878034,5,16F,16,Training,GPS benchmark
SRR26878034,11,16F,16,Training,GPS benchmark
ERR2089320,15,15B/C,15,Training,GPS benchmark
ERR2089320,18,15B/C,15,Training,GPS benchmark
SRR26595105,6,8,8,Testing,GPS benchmark
SRR26595105,13,8,8,Testing,GPS benchmark
ERR316610,1,6B,6,Training,GPS benchmark
ERR2091212,19,1,1,Training,GPS benchmark
ERR2091212,50,1,1,Training,GPS benchmark
SRR26877824,2,8,8,Training,GPS benchmark
SRR26877824,7,8,8,Training,GPS benchmark
ERR3796466,4,14,14,Training,GPS benchmark
ERR3796466,5,14,14,Training,GPS benchmark
ERR3796782,4,24F,24,Training,GPS benchmark
ERR1422677,1,1,1,Training,GPS benchmark
ERR1422677,46,1,1,Training,GPS benchmark
ERR876546,9,6B,6,Training,GPS benchmark
ERR13365217,1,18C,18,Testing,GPS benchmark
ERR13365217,13,18C,18,Testing,GPS benchmark
ERR1453628,6,19F,19,Training,GPS benchmark
SRR26750106,1,7C,7,Training,GPS benchmark
SRR26750106,6,7C,7,Training,GPS benchmark
ERR869970,1,1,1,Training,GPS benchmark
ERR869970,33,1,1,Training,GPS benchmark
ERR925150,1,11A,11,Training,GPS benchmark
ERR2091026,3,5,5,Training,GPS benchmark
ERR2091026,26,5,5,Training,GPS benchmark
ERR2667326,2,19A,19,Training,GPS benchmark
ERR3899475,10,9L,9,Training,GPS benchmark
ERR3899475,11,9L,9,Training,GPS benchmark
SRR26930727,4,8,8,Training,GPS benchmark
SRR26930727,14,8,8,Training,GPS benchmark
ERR2680954,13,6B,6,Training,GPS benchmark
ERR730520,4,33D,33,Training,GPS benchmark
ERR730520,21,33D,33,Training,GPS benchmark
ERR632914,2,1,1,Training,GPS benchmark
ERR632914,5,1,1,Training,GPS benchmark
SRR26789395,7,19A,19,Training,GPS benchmark
SRR26789395,15,19A,19,Training,GPS benchmark
ERR2089786,5,27,27,Training,GPS benchmark
ERR2089786,20,27,27,Training,GPS benchmark
ERR505682,1,6B,6,Training,GPS benchmark
SRR26797742,1,10A,10,Training,GPS benchmark
SRR26797742,29,10A,10,Training,GPS benchmark
ERR2090498,6,5,5,Training,GPS benchmark
ERR2090498,25,5,5,Training,GPS benchmark
SRR26884258,4,19A,19,Testing,GPS benchmark
SRR26884258,21,19A,19,Testing,GPS benchmark
ERR7567853,1,1,1,Training,GPS benchmark
ERR7567853,23,1,1,Training,GPS benchmark
ERR326706,1,23F,23,Training,GPS benchmark
SRR26930949,2,3,3,Training,GPS benchmark
ERR900689,2,15B/C,15,Training,GPS benchmark
ERR2090127,3,28A,28,Training,GPS benchmark
ERR2090127,5,28A,28,Training,GPS benchmark
SRR26930355,2,8,8,Training,GPS benchmark
SRR26930355,7,8,8,Training,GPS benchmark
ERR2089933,1,13,13,Training,GPS benchmark
ERR2089933,13,13,13,Training,GPS benchmark
ERR1106732,2,23A,23,Training,GPS benchmark
ERR1106732,3,23A,23,Training,GPS benchmark
ERR13364444,1,22F,22,Training,GPS benchmark
ERR13364444,6,22F,22,Training,GPS benchmark
ERR586388,1,10A,10,Training,GPS benchmark
ERR586388,25,10A,10,Training,GPS benchmark
ERR2668143,1,46,46,Training,GPS benchmark
ERR730147,1,6A,6,Training,GPS benchmark
SRR26833884,1,8,8,Training,GPS benchmark
SRR26714158,2,8,8,Training,GPS benchmark
SRR26714158,6,8,8,Training,GPS benchmark
ERR2667547,7,14,14,Training,GPS benchmark
ERR2667547,15,14,14,Training,GPS benchmark
ERR1453449,1,35B,35,Training,GPS benchmark
ERR1540703,1,21,21,Training,GPS benchmark
ERR1540703,15,21,21,Training,GPS benchmark
ERR2089375,3,6B,6,Training,GPS benchmark
ERR774689,4,5,5,Training,GPS benchmark
ERR774689,28,5,5,Training,GPS benchmark
SRR26817779,11,7F,7,Training,GPS benchmark
SRR26817779,53,7F,7,Training,GPS benchmark
ERR750986,3,10A,10,Training,GPS benchmark
ERR750986,6,10A,10,Training,GPS benchmark
SRR26714965,1,8,8,Training,GPS benchmark
SRR26714965,6,8,8,Training,GPS benchmark
ERR1065976,7,38,38,Testing,GPS benchmark
ERR1065976,25,38,38,Testing,GPS benchmark
ERR909169,1,6A,6,Training,GPS benchmark
ERR909169,16,6A,6,Training,GPS benchmark
ERR13374859,3,15B,15,Training,GPS benchmark
SRR26911105,2,8,8,Training,GPS benchmark
ERR13364888,4,1,1,Training,GPS benchmark
ERR13364888,68,1,1,Training,GPS benchmark
ERR909314,9,21,21,Training,GPS benchmark
ERR909314,29,21,21,Training,GPS benchmark
ERR13364516,2,11A,11,Training,GPS benchmark
ERR13364516,25,11A,11,Training,GPS benchmark
ERR750944,10,23F,23,Training,GPS benchmark
ERR750944,28,23F,23,Training,GPS benchmark
SRR26884483,2,16F,16,Training,GPS benchmark
ERR2090230,8,23F,23,Training,GPS benchmark
SRR26931605,1,19F,19,Training,GPS benchmark
SRR26931605,10,19F,19,Training,GPS benchmark
SRR26931571,2,23B,23,Training,GPS benchmark
SRR26931571,35,23B,23,Training,GPS benchmark
ERR505569,1,19F,19,Training,GPS benchmark
ERR997553,1,20A,20,Training,GPS benchmark
SRR26818474,2,8,8,Training,GPS benchmark
SRR26818474,4,8,8,Training,GPS benchmark
ERR742552,9,4,4,Training,GPS benchmark
ERR742552,27,4,4,Training,GPS benchmark
SRR26878346,4,17F,17,Training,GPS benchmark
SRR26878346,15,17F,17,Training,GPS benchmark
SRR26931727,23,15A,15,Testing,GPS benchmark
SRR26931727,24,15A,15,Testing,GPS benchmark
ERR2090072,1,18C,18,Testing,GPS benchmark
ERR2667129,2,15B/C,15,Training,GPS benchmark
SRR26818620,2,22F,22,Training,GPS benchmark
SRR26818620,5,22F,22,Training,GPS benchmark
ERR2681021,1,19F,19,Training,GPS benchmark
ERR2681021,4,19F,19,Training,GPS benchmark
SRR26884660,3,8,8,Training,GPS benchmark
SRR26884660,5,8,8,Training,GPS benchmark
ERR600102,1,13,13,Training,GPS benchmark
SRR26797614,2,12F,12,Training,GPS benchmark
SRR26797614,24,12F,12,Training,GPS benchmark
ERR870077,29,15B/C,15,Training,GPS benchmark
ERR870077,86,15B/C,15,Training,GPS benchmark
ERR1106786,2,19A,19,Training,GPS benchmark
SRR26715052,1,23A,23,Training,GPS benchmark
ERR3303242,4,13,13,Training,GPS benchmark
ERR662416,82,3,3,Training,GPS benchmark
SRR26930963,4,33F,33,Training,GPS benchmark
SRR26930963,17,33F,33,Training,GPS benchmark
ERR3303330,1,35C,35,Training,GPS benchmark
ERR751194,3,22F,22,Training,GPS benchmark
ERR751194,26,22F,22,Training,GPS benchmark
ERR1422557,1,19A,19,Training,GPS benchmark
SRR26672877,1,15A,15,Training,GPS benchmark
SRR26672877,8,15A,15,Training,GPS benchmark
ERR1422496,2,14,14,Training,GPS benchmark
ERR1422496,17,14,14,Training,GPS benchmark
SRR26931745,1,8,8,Training,GPS benchmark
SRR26931745,6,8,8,Training,GPS benchmark
ERR425394,13,6A,6,Training,GPS benchmark
ERR425394,18,6A,6,Training,GPS benchmark
ERR1192109,3,34,34,Training,GPS benchmark
ERR742811,7,6A,6,Training,GPS benchmark
ERR742811,24,6A,6,Training,GPS benchmark
ERR13375020,1,19F,19,Training,GPS benchmark
ERR13375020,43,19F,19,Training,GPS benchmark
SRR26818320,2,12F,12,Training,GPS benchmark
SRR26818320,9,12F,12,Training,GPS benchmark
SRR26594754,1,9N,9,Training,GPS benchmark
ERR662373,22,7F,7,Training,GPS benchmark
ERR662373,40,7F,7,Training,GPS benchmark
SRR26884058,2,8,8,Training,GPS benchmark
SRR26884058,6,8,8,Training,GPS benchmark
SRR26594611,1,31,31,Training,GPS benchmark
ERR13364379,24,9V,9,Training,GPS benchmark
ERR13364379,33,9V,9,Training,GPS benchmark
SRR26594365,6,33F,33,Training,GPS benchmark
SRR26594365,20,33F,33,Training,GPS benchmark
ERR862339,1,23F,23,Training,GPS benchmark
ERR714539,2,1,1,Training,GPS benchmark
ERR714539,6,1,1,Training,GPS benchmark
ERR2090403,3,38,38,Testing,GPS benchmark
ERR2090403,16,38,38,Testing,GPS benchmark
ERR13375134,1,8,8,Training,GPS benchmark
SRR26749812,1,8,8,Training,GPS benchmark
ERR925048,1,14,14,Training,GPS benchmark
ERR925048,24,14,14,Training,GPS benchmark
SRR26797170,2,12F,12,Testing,GPS benchmark
SRR26797170,5,12F,12,Testing,GPS benchmark
ERR2089739,9,6B,6,Training,GPS benchmark
ERR750880,1,23F,23,Training,GPS benchmark
ERR774720,1,13,13,Training,GPS benchmark
ERR1202210,9,6B,6,Training,GPS benchmark
ERR2090532,1,5,5,Training,GPS benchmark
ERR2090532,26,5,5,Training,GPS benchmark
SRR26789727,14,12F,12,Training,GPS benchmark
SRR26789727,28,12F,12,Training,GPS benchmark
ERR1453494,6,12F,12,Training,GPS benchmark
ERR3796530,2,14,14,Training,GPS benchmark
ERR3796530,5,14,14,Training,GPS benchmark
ERR1453559,9,14,14,Training,GPS benchmark
ERR1453559,10,14,14,Training,GPS benchmark
SRR26931393,3,3,3,Training,GPS benchmark
ERR1453467,2,35A,35,Testing,GPS benchmark
SRR26789766,2,8,8,Training,GPS benchmark
SRR26789766,5,8,8,Training,GPS benchmark
ERR2090991,5,6B,6,Training,GPS benchmark
SRR26673118,4,16F,16,Training,GPS benchmark
SRR26673118,10,16F,16,Training,GPS benchmark
SRR26817854,1,9N,9,Training,GPS benchmark
ERR1658250,15,9L,9,Training,GPS benchmark
ERR1658250,38,9L,9,Training,GPS benchmark
ERR1065726,1,34,34,Training,GPS benchmark
ERR13366170,1,18C,18,Training,GPS benchmark
ERR2680985,2,9V,9,Training,GPS benchmark
SRR26750006,1,12F,12,Testing,GPS benchmark
SRR26750006,4,12F,12,Testing,GPS benchmark
SRR26910337,7,8,8,Training,GPS benchmark
SRR26910337,13,8,8,Training,GPS benchmark
ERR1065682,1,16F,16,Training,GPS benchmark
ERR1065682,3,16F,16,Training,GPS benchmark
ERR1540821,11,23B,23,Training,GPS benchmark
ERR1540821,12,23B,23,Training,GPS benchmark
SRR26930728,10,15B,15,Training,GPS benchmark
SRR26930728,19,15B,15,Training,GPS benchmark
SRR26594918,2,8,8,Training,GPS benchmark
SRR26594918,8,8,8,Training,GPS benchmark
ERR714170,18,40,40,Training,GPS benchmark
ERR714170,61,40,40,Training,GPS benchmark
ERR505587,7,19F,19,Training,GPS benchmark
ERR505587,12,19F,19,Training,GPS benchmark
ERR568619,1,14,14,Training,GPS benchmark
ERR568619,30,14,14,Training,GPS benchmark
ERR596402,19,35B,35,Training,GPS benchmark
ERR596402,22,35B,35,Training,GPS benchmark
SRR26817924,1,24,24,Training,GPS benchmark
SRR26797436,15,10A,10,Training,GPS benchmark
SRR26797436,31,10A,10,Training,GPS benchmark
SRR26878040,2,3,3,Training,GPS benchmark
ERR2667719,3,14,14,Training,GPS benchmark
ERR2667719,5,14,14,Training,GPS benchmark
ERR869889,3,33F,33,Training,GPS benchmark
ERR869889,5,33F,33,Training,GPS benchmark
SRR26911061,27,19A,19,Training,GPS benchmark
SRR26911061,51,19A,19,Training,GPS benchmark
ERR997655,2,16F,16,Testing,GPS benchmark
ERR997655,18,16F,16,Testing,GPS benchmark
SRR26883939,1,8,8,Training,GPS benchmark
ERR3303153,1,19F,19,Training,GPS benchmark
SRR26833723,2,35B,35,Training,GPS benchmark
SRR26749561,13,23A,23,Training,GPS benchmark
SRR26880340,2,9N,9,Training,GPS benchmark
SRR26880340,24,9N,9,Training,GPS benchmark
ERR13365743,1,8,8,Training,GPS benchmark
ERR316578,1,6A,6,Training,GPS benchmark
SRR26879837,2,8,8,Training,GPS benchmark
SRR26879837,5,8,8,Training,GPS benchmark
ERR1214703,1,31,31,Training,GPS benchmark
ERR1065934,3,11A,11,Training,GPS benchmark
ERR1065934,4,11A,11,Training,GPS benchmark
ERR2681212,1,19A,19,Training,GPS benchmark
ERR909159,2,19F,19,Training,GPS benchmark
ERR909159,4,19F,19,Training,GPS benchmark
SRR26930906,1,9N,9,Training,GPS benchmark
SRR26930906,5,9N,9,Training,GPS benchmark
SRR26910633,1,3,3,Training,GPS benchmark
SRR26789339,2,38,38,Training,GPS benchmark
SRR26789339,21,38,38,Training,GPS benchmark
ERR8481785,6,19F,19,Training,GPS benchmark
SRR26817783,1,6C,6,Training,GPS benchmark
SRR26817783,21,6C,6,Training,GPS benchmark
SRR26818502,1,19F,19,Training,GPS benchmark
SRR26818502,26,19F,19,Training,GPS benchmark
ERR1065187,1,16F,16,Training,GPS benchmark
ERR1065187,3,16F,16,Training,GPS benchmark
SRR26910451,2,33,33,Training,GPS benchmark
SRR26910451,21,33,33,Training,GPS benchmark
SRR26833818,2,22F,22,Testing,GPS benchmark
SRR26833818,16,22F,22,Testing,GPS benchmark
ERR862368,4,15B/C,15,Training,GPS benchmark
ERR862368,25,15B/C,15,Training,GPS benchmark
SRR26818076,2,22F,22,Testing,GPS benchmark
SRR26818076,9,22F,22,Testing,GPS benchmark
SRR26790022,25,19A,19,Training,GPS benchmark
SRR26790022,49,19A,19,Training,GPS benchmark
ERR750868,1,19F,19,Training,GPS benchmark
ERR750868,4,19F,19,Training,GPS benchmark
ERR3796801,4,24F,24,Training,GPS benchmark
ERR714582,6,18C,18,Training,GPS benchmark
ERR714582,25,18C,18,Training,GPS benchmark
SRR26883833,2,22F,22,Testing,GPS benchmark
SRR26883833,5,22F,22,Testing,GPS benchmark
SRR26797438,2,23A,23,Training,GPS benchmark
SRR26878662,2,8,8,Training,GPS benchmark
SRR26878662,15,8,8,Training,GPS benchmark
SRR26673119,8,3,3,Training,GPS benchmark
ERR2680794,1,6B,6,Training,GPS benchmark
ERR4501355,4,24F,24,Training,GPS benchmark
SRR26879568,2,38,38,Training,GPS benchmark
SRR26879568,15,38,38,Training,GPS benchmark
SRR26883808,2,8,8,Training,GPS benchmark
SRR26883808,4,8,8,Training,GPS benchmark
ERR600101,5,7F,7,Training,GPS benchmark
ERR2091037,1,18C,18,Training,GPS benchmark
SRR26931021,4,34,34,Training,GPS benchmark
SRR26931021,6,34,34,Training,GPS benchmark
ERR870230,21,5,5,Testing,GPS benchmark
ERR870230,24,5,5,Testing,GPS benchmark
ERR876761,1,9N,9,Training,GPS benchmark
ERR773985,1,1,1,Training,GPS benchmark
ERR773985,5,1,1,Training,GPS benchmark
ERR331173,29,6A,6,Training,GPS benchmark
ERR331173,118,6A,6,Training,GPS benchmark
SRR26878680,1,15A,15,Training,GPS benchmark
ERR1788034,7,12F,12,Training,GPS benchmark
SRR26910351,1,9N,9,Training,GPS benchmark
ERR774098,1,35B,35,Training,GPS benchmark
ERR2667745,9,1,1,Training,GPS benchmark
ERR2667745,44,1,1,Training,GPS benchmark
SRR26673552,1,35B,35,Training,GPS benchmark
SRR26833760,2,22F,22,Training,GPS benchmark
SRR26833760,4,22F,22,Training,GPS benchmark
ERR2680917,3,23A,23,Training,GPS benchmark
SRR26878404,1,7C,7,Training,GPS benchmark
ERR884568,14,23B,23,Testing,GPS benchmark
ERR884568,21,23B,23,Testing,GPS benchmark
SRR26797580,23,1,1,Training,GPS benchmark
SRR26797580,25,1,1,Training,GPS benchmark
SRR26797193,2,10A,10,Training,GPS benchmark
SRR26797193,6,10A,10,Training,GPS benchmark
SRR26883802,2,23A,23,Training,GPS benchmark
ERR13366125,5,19A,19,Training,GPS benchmark
ERR750783,1,35F,35,Training,GPS benchmark
SRR26594586,12,10A,10,Training,GPS benchmark
SRR26594586,30,10A,10,Training,GPS benchmark
ERR600457,5,18C,18,Training,GPS benchmark
SRR26594999,2,3,3,Training,GPS benchmark
SRR26789818,5,16F,16,Training,GPS benchmark
SRR26789818,6,16F,16,Training,GPS benchmark
SRR26878639,1,3,3,Training,GPS benchmark
ERR1202568,3,19A,19,Training,GPS benchmark
ERR1202568,17,19A,19,Training,GPS benchmark
ERR774113,1,8,8,Training,GPS benchmark
ERR434021,2,14,14,Training,GPS benchmark
ERR434021,19,14,14,Training,GPS benchmark
ERR869978,16,16F,16,Training,GPS benchmark
ERR869978,43,16F,16,Training,GPS benchmark
ERR2090734,5,15A,15,Training,GPS benchmark
SRR26911072,3,7C,7,Training,GPS benchmark
SRR26911072,8,7C,7,Training,GPS benchmark
ERR869942,14,46,46,Training,GPS benchmark
ERR869942,27,46,46,Training,GPS benchmark
ERR7567735,1,8,8,Training,GPS benchmark
SRR26910766,3,12F,12,Training,GPS benchmark
SRR26910766,4,12F,12,Training,GPS benchmark
ERR326490,26,23F,23,Training,GPS benchmark
ERR326490,121,23F,23,Training,GPS benchmark
SRR26931813,3,22F,22,Training,GPS benchmark
SRR26931813,8,22F,22,Training,GPS benchmark
SRR26817941,5,8,8,Training,GPS benchmark
SRR26817941,12,8,8,Training,GPS benchmark
ERR433603,11,7F,7,Training,GPS benchmark
ERR433603,54,7F,7,Training,GPS benchmark
ERR714315,5,5,5,Training,GPS benchmark
ERR714315,27,5,5,Training,GPS benchmark
SRR26878655,1,15A,15,Training,GPS benchmark
SRR26878655,3,15A,15,Training,GPS benchmark
SRR26910598,6,3,3,Training,GPS benchmark
ERR925219,4,6A,6,Training,GPS benchmark
ERR13364542,8,14,14,Training,GPS benchmark
ERR13364542,12,14,14,Training,GPS benchmark
SRR26789786,2,8,8,Testing,GPS benchmark
SRR26789786,22,8,8,Testing,GPS benchmark
ERR3899209,1,6B,6,Testing,GPS benchmark
SRR26818304,1,15C,15,Training,GPS benchmark
ERR2090329,1,19F,19,Training,GPS benchmark
ERR701851,1,14,14,Training,GPS benchmark
ERR701851,23,14,14,Training,GPS benchmark
ERR714482,3,9V,9,Training,GPS benchmark
SRR26931188,1,12F,12,Training,GPS benchmark
SRR26931188,7,12F,12,Training,GPS benchmark
ERR876504,21,9V,9,Training,GPS benchmark
ERR876504,41,9V,9,Training,GPS benchmark
ERR750815,1,19F,19,Training,GPS benchmark
ERR2667709,2,1,1,Training,GPS benchmark
ERR2667709,49,1,1,Training,GPS benchmark
ERR14653951,1,34,34,Training,GPS benchmark
SRR26714447,6,12F,12,Testing,GPS benchmark
SRR26714447,23,12F,12,Testing,GPS benchmark
ERR505777,4,4,4,Training,GPS benchmark
ERR505777,25,4,4,Training,GPS benchmark
ERR870079,1,23B,23,Training,GPS benchmark
ERR600180,12,15A,15,Training,GPS benchmark
ERR600180,27,15A,15,Training,GPS benchmark
SRR26930416,2,8,8,Training,GPS benchmark
SRR26930416,3,8,8,Training,GPS benchmark
SRR26833662,1,19F,19,Training,GPS benchmark
SRR26833662,8,19F,19,Training,GPS benchmark
ERR600160,9,33F,33,Training,GPS benchmark
SRR26818263,1,8,8,Testing,GPS benchmark
ERR3796827,6,24F,24,Testing,GPS benchmark
SRR26911140,5,3,3,Training,GPS benchmark
SRR26930343,1,35B,35,Training,GPS benchmark
SRR26930343,5,35B,35,Training,GPS benchmark
ERR13364466,1,4,4,Training,GPS benchmark
ERR13364466,10,4,4,Training,GPS benchmark
ERR730527,1,14,14,Training,GPS benchmark
ERR730527,22,14,14,Training,GPS benchmark
ERR1065113,1,35B,35,Training,GPS benchmark
ERR1065113,4,35B,35,Training,GPS benchmark
SRR26714612,19,22F,22,Training,GPS benchmark
SRR26714612,20,22F,22,Training,GPS benchmark
ERR750903,3,12F,12,Training,GPS benchmark
ERR750903,23,12F,12,Training,GPS benchmark
SRR26834087,1,17F,17,Training,GPS benchmark
SRR26834087,3,17F,17,Training,GPS benchmark
SRR26797574,1,8,8,Training,GPS benchmark
SRR26714316,4,15A,15,Training,GPS benchmark
SRR26714316,16,15A,15,Training,GPS benchmark
ERR979958,1,19A,19,Training,GPS benchmark
ERR2089369,12,7F,7,Testing,GPS benchmark
ERR2089369,48,7F,7,Testing,GPS benchmark
ERR2090367,1,24A,24,Training,GPS benchmark
ERR2612103,2,22A,22,Training,GPS benchmark
ERR2612103,4,22A,22,Training,GPS benchmark
ERR1453573,5,4,4,Testing,GPS benchmark
ERR1453573,9,4,4,Testing,GPS benchmark
SRR26931893,14,10A,10,Training,GPS benchmark
SRR26931893,29,10A,10,Training,GPS benchmark
ERR600527,1,7C,7,Training,GPS benchmark
ERR600527,8,7C,7,Training,GPS benchmark
ERR884534,7,15A,15,Training,GPS benchmark
ERR884534,16,15A,15,Training,GPS benchmark
ERR1066170,1,14,14,Training,GPS benchmark
ERR1066170,9,14,14,Training,GPS benchmark
ERR1065290,7,19A,19,Training,GPS benchmark
SRR26818021,9,21,21,Training,GPS benchmark
SRR26818021,28,21,21,Training,GPS benchmark
ERR8481822,2,9N,9,Training,GPS benchmark
ERR714700,2,13,13,Training,GPS benchmark
ERR714700,38,13,13,Training,GPS benchmark
ERR2090162,1,6A,6,Training,GPS benchmark
ERR1065872,8,23F,23,Testing,GPS benchmark
ERR1065872,12,23F,23,Testing,GPS benchmark
ERR13364638,1,15C,15,Training,GPS benchmark
ERR2681324,7,6D,6,Training,GPS benchmark
ERR425393,4,9V,9,Testing,GPS benchmark
ERR425393,25,9V,9,Testing,GPS benchmark
ERR3270720,3,23F,23,Training,GPS benchmark
ERR908897,16,6A,6,Training,GPS benchmark
ERR908897,25,6A,6,Training,GPS benchmark
ERR1065723,2,35B,35,Training,GPS benchmark
ERR1065723,14,35B,35,Training,GPS benchmark
ERR1202523,14,23F,23,Training,GPS benchmark
ERR1202523,18,23F,23,Training,GPS benchmark
ERR870219,1,11B,11,Training,GPS benchmark
ERR980228,1,21,21,Training,GPS benchmark
ERR980228,5,21,21,Training,GPS benchmark
ERR600187,7,6C,6,Training,GPS benchmark
ERR600187,24,6C,6,Training,GPS benchmark
ERR1065705,7,9V,9,Training,GPS benchmark
ERR1065705,17,9V,9,Training,GPS benchmark
ERR1066185,1,16F,16,Training,GPS benchmark
ERR505548,1,23F,23,Training,GPS benchmark
ERR13365223,11,14,14,Training,GPS benchmark
ERR13365223,14,14,14,Training,GPS benchmark
SRR26673014,3,16F,16,Training,GPS benchmark
SRR26673014,37,16F,16,Training,GPS benchmark
ERR1788394,3,14,14,Training,GPS benchmark
ERR1788394,18,14,14,Training,GPS benchmark
ERR8481644,2,15A,15,Training,GPS benchmark
SRR26878631,2,3,3,Training,GPS benchmark
ERR1065495,1,11A,11,Training,GPS benchmark
SRR26880279,1,20B,20,Training,GPS benchmark
SRR26880279,4,20B,20,Training,GPS benchmark
SRR26749735,3,8,8,Training,GPS benchmark
SRR26749735,5,8,8,Training,GPS benchmark
ERR2089836,2,19F,19,Training,GPS benchmark
SRR26884609,2,8,8,Training,GPS benchmark
ERR884676,7,14,14,Training,GPS benchmark
ERR884676,12,14,14,Training,GPS benchmark
ERR1658102,16,12F,12,Training,GPS benchmark
ERR1658102,23,12F,12,Training,GPS benchmark
SRR26789647,1,17F,17,Training,GPS benchmark
SRR26789647,14,17F,17,Training,GPS benchmark
ERR13364948,3,22F,22,Training,GPS benchmark
ERR13364948,18,22F,22,Training,GPS benchmark
SRR26911152,5,22F,22,Training,GPS benchmark
SRR26911152,16,22F,22,Training,GPS benchmark
ERR600463,2,19F,19,Training,GPS benchmark
ERR600463,43,19F,19,Training,GPS benchmark
SRR26595155,1,8,8,Training,GPS benchmark
ERR490706,5,14,14,Testing,GPS benchmark
ERR490706,25,14,14,Testing,GPS benchmark
ERR751125,8,14,14,Training,GPS benchmark
ERR751125,9,14,14,Training,GPS benchmark
ERR884513,1,6A,6,Training,GPS benchmark
ERR884513,6,6A,6,Training,GPS benchmark
ERR1594527,6,12F,12,Training,GPS benchmark
ERR2667343,6,4,4,Training,GPS benchmark
ERR2667343,9,4,4,Training,GPS benchmark
ERR568718,1,1,1,Training,GPS benchmark
ERR568718,36,1,1,Training,GPS benchmark
ERR2091171,2,17F,17,Training,GPS benchmark
SRR26883870,13,15B,15,Training,GPS benchmark
SRR26594878,1,3,3,Training,GPS benchmark
SRR26818069,5,3,3,Training,GPS benchmark
ERR2681200,1,6A,6,Training,GPS benchmark
ERR2681200,30,6A,6,Training,GPS benchmark
SRR26817813,4,3,3,Training,GPS benchmark
ERR876708,1,1,1,Training,GPS benchmark
ERR876708,64,1,1,Training,GPS benchmark
ERR870059,7,5,5,Training,GPS benchmark
ERR870059,23,5,5,Training,GPS benchmark
ERR1453690,2,15A,15,Testing,GPS benchmark
ERR3796645,1,24F,24,Training,GPS benchmark
SRR26797701,9,35F,35,Training,GPS benchmark
SRR26673646,2,3,3,Training,GPS benchmark
ERR980099,1,13,13,Training,GPS benchmark
ERR980099,24,13,13,Training,GPS benchmark
SRR26714747,1,7C,7,Training,GPS benchmark
SRR26714747,5,7C,7,Training,GPS benchmark
ERR2090780,3,15B/C,15,Training,GPS benchmark
ERR1799717,1,9N,9,Training,GPS benchmark
ERR4289096,5,11A,11,Training,GPS benchmark
ERR730174,24,15B/C,15,Training,GPS benchmark
ERR730174,54,15B/C,15,Training,GPS benchmark
ERR1799767,2,6C,6,Training,GPS benchmark
SRR26714135,9,17F,17,Training,GPS benchmark
SRR26714135,11,17F,17,Training,GPS benchmark
ERR2225390,4,14,14,Training,GPS benchmark
ERR2225390,7,14,14,Training,GPS benchmark
ERR884454,1,18C,18,Training,GPS benchmark
ERR568732,16,6A,6,Training,GPS benchmark
ERR568732,38,6A,6,Training,GPS benchmark
SRR26750079,2,8,8,Training,GPS benchmark
ERR742706,4,6A,6,Testing,GPS benchmark
ERR13374642,11,6E,6,Training,GPS benchmark
SRR26789788,1,22F,22,Training,GPS benchmark
SRR26789788,10,22F,22,Training,GPS benchmark
ERR870064,14,12F,12,Training,GPS benchmark
ERR870064,24,12F,12,Training,GPS benchmark
ERR1422517,2,13,13,Training,GPS benchmark
ERR1422517,6,13,13,Training,GPS benchmark
ERR13364773,3,15C,15,Training,GPS benchmark
ERR13364773,29,15C,15,Training,GPS benchmark
ERR742485,2,11A,11,Training,GPS benchmark
ERR742485,5,11A,11,Training,GPS benchmark
ERR8481820,6,12F,12,Training,GPS benchmark
ERR876720,4,4,4,Training,GPS benchmark
ERR876720,19,4,4,Training,GPS benchmark
SRR26818166,6,15C,15,Training,GPS benchmark
SRR26818166,10,15C,15,Training,GPS benchmark
SRR26714202,1,24,24,Training,GPS benchmark
SRR26714202,20,24,24,Training,GPS benchmark
SRR26879709,10,7F,7,Training,GPS benchmark
SRR26879709,25,7F,7,Training,GPS benchmark
ERR2090753,2,12F,12,Training,GPS benchmark
ERR2090753,4,12F,12,Training,GPS benchmark
ERR730791,5,18A,18,Training,GPS benchmark
ERR730791,24,18A,18,Training,GPS benchmark
ERR980249,1,24F,24,Training,GPS benchmark
SRR26749795,6,8,8,Training,GPS benchmark
SRR26749795,15,8,8,Training,GPS benchmark
ERR714510,9,14,14,Training,GPS benchmark
ERR714510,13,14,14,Training,GPS benchmark
ERR2089114,4,23B,23,Training,GPS benchmark
ERR1430815,2,6A,6,Training,GPS benchmark
SRR26789217,2,8,8,Training,GPS benchmark
