sample_id,is_cbl,is_novel_serogroup,is_novel_energy,is_novel_openmax,serotype_confidence,novelty_confidence,openmax_pred,openmax_prob_unknown,pred_genogroup,pred_argmax
SAMEA104034666#3,True,True,False,True,0.992,-9.82,UNKNOWN,0.729284,20,33F
SAMEA104034666#17,True,False,False,False,0.999,-12.202,33F,0.033908,20,33F
SAMN11122935#1,True,False,False,False,1.0,-13.121,8,0.002602,3,8
SAMN11121343#1,True,False,False,False,0.998,-11.297,8,0.4697,Serogroup 33,8
SAMN11121343#4,True,False,False,False,1.0,-13.271,8,0.002707,36,8
SAMEA104154756#1,True,False,False,False,1.0,-13.416,8,0.001209,36,8
SAMN41768414#1,True,True,False,True,0.835,-9.508,UNKNOWN,0.592676,12_44_46,11A
SAMEA12566450#1,True,False,False,False,1.0,-13.157,8,0.002131,36,8
SAMEA104456576#1,True,False,False,False,1.0,-13.157,8,0.002131,36,8
SAMN09223949#1,True,False,False,False,0.998,-12.019,33F,0.093726,20,33F
SAMEA2238569#1,True,False,False,False,0.952,-10.255,18C,0.122123,Serogroup 33,18C
SAMEA115092509#2,True,False,False,False,1.0,-13.451,8,0.001166,36,8
SAMEA104155059#2,True,False,False,False,0.998,-11.771,33F,0.369794,20,33F
SAMEA104155059#16,True,False,False,False,0.999,-12.112,33F,0.084675,20,33F
SAMN20398136#1,True,False,False,False,0.999,-12.037,33F,0.10295,20,33F
SAMEA4024821#1,True,False,False,False,0.999,-11.934,33F,0.032067,20,33F
SAMEA4024821#18,True,False,False,False,0.999,-12.131,33F,0.097871,20,33F
SAMEA2234595#1,True,False,False,False,0.999,-11.691,33F,0.128359,20,33F
SAMEA2234595#17,True,False,False,False,0.999,-12.12,33F,0.102609,20,33F
SAMEA115795569#1,True,False,False,False,1.0,-13.428,8,0.001203,36,8
SAMN41761029#2,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA114552508#2,True,False,False,False,1.0,-13.157,8,0.002131,36,8
SAMEA7765795#1,True,False,False,False,1.0,-13.001,8,0.002242,36,8
SAMEA7765795#3,True,False,False,False,1.0,-12.458,8,0.00777,3,8
SAMN14158502#1,True,False,False,False,0.998,-12.022,33F,0.103593,20,33F
SAMN05222700#5,True,True,False,True,0.803,-9.407,UNKNOWN,0.655701,12_44_46,11A
SAMN05221089#2,True,True,False,True,0.837,-9.442,UNKNOWN,0.992469,12_44_46,11A
SAMN05221089#4,True,True,False,True,0.977,-9.919,UNKNOWN,0.929039,18,11A
SAMEA2434662#1,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA2434662#6,True,False,False,False,1.0,-13.177,8,0.00347,36,8
SAMN11121168#2,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA115606572#1,True,False,False,False,1.0,-13.065,8,0.003219,3,8
SAMN14169088#2,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA114441912#1,True,False,False,False,1.0,-13.052,8,0.0015,36,8
SAMEA114441912#20,True,True,True,True,0.694,-6.678,UNKNOWN,1.0,15,4
SAMEA7765786#1,True,False,False,False,1.0,-13.178,8,0.002091,3,8
SAMEA12276991#8,True,True,False,True,0.832,-9.507,UNKNOWN,0.613575,12_44_46,11A
SAMEA115795600#2,True,True,False,True,0.866,-9.673,UNKNOWN,0.965425,12_44_46,11A
SAMEA115795600#14,True,True,False,True,0.971,-10.077,UNKNOWN,0.766019,12_44_46,11A
SAMEA12566457#1,True,False,False,False,1.0,-13.01,8,0.003298,36,8
SAMN41139643#1,True,False,False,False,1.0,-13.224,8,0.000905,36,8
SAMN41139643#4,True,False,False,False,1.0,-12.989,8,0.007604,36,8
SAMEA2059088#1,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA2059088#5,True,False,False,False,1.0,-13.231,8,0.002845,36,8
SAMN41762619#1,True,True,False,True,0.826,-9.484,UNKNOWN,0.608308,12_44_46,11A
SAMEA2382913#2,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA2382913#8,True,False,False,False,1.0,-12.964,8,0.00852,36,8
SAMEA7765831#3,True,False,False,False,1.0,-13.422,8,0.001115,36,8
SAMEA2446321#2,True,True,False,True,0.865,-9.662,UNKNOWN,0.966765,12_44_46,11A
SAMEA2446321#8,True,True,True,True,0.601,-7.707,UNKNOWN,0.999462,33G,11A
SAMEA12566371#1,True,False,False,False,1.0,-13.417,8,0.001149,36,8
SAMEA115795855#1,True,False,False,False,1.0,-13.191,8,0.001786,36,8
SAMN41765015#4,True,True,False,True,0.836,-9.434,UNKNOWN,0.992537,12_44_46,11A
SAMN41765015#5,True,True,False,True,0.969,-9.503,UNKNOWN,0.698492,12_44_46,11A
SAMN11122627#2,True,True,False,True,0.802,-9.415,UNKNOWN,0.68397,12_44_46,11A
SAMEA2446137#1,True,True,False,True,0.831,-9.504,UNKNOWN,0.615249,12_44_46,11A
SAMEA114479013#6,True,False,False,False,1.0,-13.117,8,0.002392,36,8
SAMN41760435#2,True,True,False,True,0.831,-9.504,UNKNOWN,0.615241,12_44_46,11A
SAMN14157988#1,True,True,False,True,0.83,-9.498,UNKNOWN,0.603731,12_44_46,11A
SAMEA3310446#1,True,True,False,True,0.829,-9.497,UNKNOWN,0.612878,12_44_46,11A
SAMEA2238904#18,True,False,False,False,0.999,-12.136,33F,0.056935,20,33F
SAMEA2238904#19,True,False,False,False,0.999,-12.118,33F,0.104626,20,33F
SAMEA2796982#8,True,False,False,False,1.0,-13.12,8,0.004436,36,8
SAMEA2796982#17,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA4024468#7,True,False,False,False,1.0,-13.218,8,0.002835,36,8
SAMEA4024468#15,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA104034907#2,True,True,False,True,0.989,-9.819,UNKNOWN,0.953147,20,33F
SAMEA104034907#18,True,False,False,False,0.999,-12.202,33F,0.033908,20,33F
SAMEA7765865#7,True,False,False,False,1.0,-13.239,8,0.002673,36,8
SAMEA7765865#17,True,True,True,True,0.427,-6.441,UNKNOWN,1.0,36,23A
SAMEA115794812#3,True,False,False,False,0.999,-12.035,8,0.157481,36,8
SAMEA115794812#5,True,False,False,False,1.0,-13.263,8,0.002487,36,8
SAMEA4022929#2,True,False,False,False,0.998,-11.953,33F,0.148192,20,33F
SAMEA4008360#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA12566120#1,True,False,False,False,1.0,-13.164,8,0.001986,36,8
SAMEA2382611#1,True,True,False,True,0.832,-9.507,UNKNOWN,0.613575,12_44_46,11A
SAMEA104154750#1,True,False,False,False,1.0,-13.422,8,0.001211,36,8
SAMN14150839#15,True,True,False,True,0.831,-9.504,UNKNOWN,0.615241,12_44_46,11A
SAMEA3206947#1,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA3206947#9,True,False,False,False,1.0,-12.944,8,0.008581,36,8
SAMN11122358#1,True,False,False,False,0.998,-12.004,33F,0.111959,20,33F
SAMEA112647461#1,True,False,False,False,1.0,-13.43,8,0.00116,36,8
SAMEA5786237#1,True,True,False,True,0.831,-9.504,UNKNOWN,0.615241,12_44_46,11A
SAMEA114442053#4,True,True,False,True,0.992,-9.82,UNKNOWN,0.729284,20,33F
SAMEA114442053#17,True,False,False,False,0.999,-12.22,33F,0.030802,20,33F
SAMEA17723668#6,True,True,False,True,0.956,-10.267,UNKNOWN,0.717361,12_44_46,11A
SAMEA17723668#23,True,True,False,True,0.909,-9.086,UNKNOWN,0.835751,12_44_46,11A
SAMEA12565994#1,True,False,False,False,1.0,-13.159,8,0.002123,36,8
SAMEA114479527#1,True,False,False,False,1.0,-13.072,8,0.003193,3,8
SAMEA7765813#5,True,False,False,False,1.0,-13.183,8,0.001826,36,8
SAMEA4927776#2,True,False,False,False,0.999,-11.814,15A,0.007991,10,15A
SAMEA2382962#16,True,False,False,False,0.999,-11.691,33F,0.128359,20,33F
SAMEA2382962#18,True,False,False,False,0.999,-12.118,33F,0.104626,20,33F
SAMEA115795400#1,True,False,False,False,1.0,-13.435,8,0.001186,36,8
SAMN20409205#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA7765840#2,True,False,False,False,1.0,-12.901,8,0.003417,36,8
SAMEA7765840#8,True,False,False,False,0.999,-12.128,8,0.022829,3,8
SAMN41760740#2,True,True,False,True,0.796,-9.397,UNKNOWN,0.640917,12_44_46,11A
SAMEA104456379#1,True,False,False,False,1.0,-13.157,8,0.002131,36,8
SAMEA2383248#1,True,False,False,False,1.0,-12.928,8,0.005468,3,8
SAMEA2383248#7,True,False,False,False,1.0,-12.964,8,0.00852,36,8
SAMN05221375#1,True,False,False,False,0.998,-12.009,33F,0.112677,20,33F
SAMEA104154697#1,True,False,False,False,1.0,-13.423,8,0.001211,36,8
SAMEA1032632#1,True,True,False,True,0.81,-9.364,UNKNOWN,0.586384,12_44_46,11A
SAMEA12566064#1,True,False,False,False,1.0,-13.157,8,0.002131,36,8
SAMN09218573#1,True,False,False,False,0.998,-12.023,33F,0.101139,20,33F
SAMEA5785770#1,True,True,False,True,0.831,-9.504,UNKNOWN,0.615241,12_44_46,11A
SAMN09224636#2,True,True,False,True,0.88,-9.777,UNKNOWN,0.708448,12_44_46,11A
SAMN14150753#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA2814188#2,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA2814188#5,True,False,False,False,1.0,-12.955,8,0.008271,36,8
SAMN20332216#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA1032693#3,True,True,False,True,0.831,-9.504,UNKNOWN,0.615241,12_44_46,11A
SAMEA115794637#1,True,True,False,True,0.995,-10.693,UNKNOWN,0.892432,Serogroup 33,8
SAMEA115794637#4,True,False,False,False,1.0,-13.263,8,0.002544,36,8
SAMEA2813993#2,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA2813993#7,True,False,False,False,1.0,-12.955,8,0.008271,36,8
SAMEA12566491#1,True,False,False,False,1.0,-13.148,8,0.002295,3,8
SAMEA112299436#1,True,False,False,False,1.0,-13.425,8,0.00115,36,8
SAMEA2796443#2,True,False,False,False,0.998,-11.24,33F,0.476179,20,33F
SAMEA2796443#17,True,False,False,False,0.999,-12.116,33F,0.103488,20,33F
SAMN20397666#2,True,False,False,False,0.998,-11.972,33F,0.130834,20,33F
SAMEA113971211#3,True,False,False,False,1.0,-13.308,8,0.001405,36,8
SAMEA113971211#4,True,False,False,False,0.999,-12.12,8,0.017569,3,8
SAMN11122731#2,True,True,False,True,0.822,-9.474,UNKNOWN,0.615817,12_44_46,11A
SAMEA3145846#3,True,True,False,True,0.831,-9.505,UNKNOWN,0.608633,12_44_46,11A
SAMEA114490053#1,True,False,False,False,1.0,-13.065,8,0.003219,3,8
SAMN41139827#1,True,False,False,False,1.0,-13.425,8,0.00115,36,8
SAMEA112467255#1,True,False,False,False,1.0,-13.425,8,0.00115,36,8
SAMN05221939#2,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMN20332121#1,True,False,False,False,0.998,-11.984,33F,0.131633,20,33F
SAMN09230514#2,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA2521572#1,True,False,False,False,0.998,-11.216,33F,0.205142,20,33F
SAMEA2521572#16,True,False,False,False,0.999,-12.12,33F,0.099781,20,33F
SAMN25119175#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMN27737968#2,True,False,False,False,0.998,-11.807,33F,0.148807,20,33F
SAMEA4930705#1,True,True,False,True,0.998,-11.073,UNKNOWN,0.524184,Serogroup 33,8
SAMEA4930705#8,True,False,False,False,1.0,-13.052,8,0.006247,36,8
SAMN20332391#1,True,False,False,False,0.998,-11.98,33F,0.120195,20,33F
SAMEA2382626#2,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA2382626#7,True,False,False,False,1.0,-12.964,8,0.00852,36,8
SAMEA104177325#1,True,False,False,False,1.0,-13.432,8,0.001132,36,8
SAMN09230516#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMN05222354#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMN05222739#2,True,True,False,True,0.866,-9.673,UNKNOWN,0.964751,12_44_46,11A
SAMEA104038606#16,True,False,False,False,0.998,-11.771,33F,0.369794,20,33F
SAMEA104038606#19,True,False,False,False,0.999,-12.112,33F,0.084675,20,33F
SAMN41762647#2,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMN15562905#2,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMN09230582#2,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA2238971#6,True,False,False,False,1.0,-12.955,8,0.008271,36,8
SAMEA2238971#19,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMN41761955#1,True,True,False,True,0.832,-9.506,UNKNOWN,0.603105,12_44_46,11A
SAMN33314333#4,True,False,False,False,1.0,-12.922,8,0.003375,36,8
SAMN33314333#10,True,False,False,False,1.0,-12.427,8,0.008645,3,8
SAMN20398081#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA4022899#3,True,True,False,True,0.831,-9.504,UNKNOWN,0.615241,12_44_46,11A
SAMEA2238394#1,True,True,False,True,0.833,-9.515,UNKNOWN,0.612548,12_44_46,11A
SAMN11122490#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA7765793#5,True,False,False,False,1.0,-12.429,8,0.003674,36,8
SAMEA7765793#19,True,False,False,False,1.0,-12.901,8,0.003179,36,8
SAMEA2814365#1,True,False,False,False,1.0,-13.085,8,0.001325,36,8
SAMEA2814365#4,True,False,False,False,1.0,-12.942,8,0.008927,36,8
SAMN15562835#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA114490381#2,True,False,False,False,1.0,-13.43,8,0.00116,36,8
SAMEA2521543#1,True,False,False,False,0.998,-11.998,33F,0.103471,20,33F
SAMEA4387885#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA3354007#1,True,False,False,False,1.0,-13.025,8,0.00164,36,8
SAMEA3354007#8,True,False,False,False,1.0,-13.246,8,0.002605,36,8
SAMN09230519#2,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA4732811#1,True,True,False,True,0.833,-9.513,UNKNOWN,0.612159,12_44_46,11A
SAMEA2521813#1,True,True,False,True,0.832,-9.508,UNKNOWN,0.616199,12_44_46,11A
SAMN33606613#3,True,False,False,False,1.0,-13.308,8,0.001388,36,8
SAMN33606613#10,True,False,False,False,0.999,-11.997,8,0.015726,3,8
SAMN41762888#1,True,False,False,False,0.956,-10.295,18C,0.117174,Serogroup 33,18C
SAMN09230517#2,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMN11122549#9,True,True,False,True,0.829,-9.5,UNKNOWN,0.610925,12_44_46,11A
SAMN14158692#1,True,True,False,True,0.831,-9.504,UNKNOWN,0.615241,12_44_46,11A
SAMEA2521625#1,True,False,False,False,0.999,-12.09,33F,0.057662,20,33F
SAMEA2521625#19,True,False,False,False,0.999,-12.122,33F,0.102051,20,33F
SAMEA114521226#1,True,False,False,False,1.0,-13.425,8,0.00115,36,8
SAMEA114441666#1,True,True,False,True,0.794,-9.378,UNKNOWN,0.631799,12_44_46,11A
SAMN41139670#11,True,False,False,False,1.0,-13.231,8,0.002693,36,8
SAMN41139670#17,True,False,False,False,1.0,-13.224,8,0.000905,36,8
SAMEA2446175#2,True,False,False,False,0.999,-12.09,33F,0.057662,20,33F
SAMEA2446175#18,True,False,False,False,0.999,-12.122,33F,0.102051,20,33F
SAMEA114490347#2,True,False,False,False,1.0,-12.901,8,0.003583,3,8
SAMEA114490347#20,True,True,True,True,0.552,-6.332,UNKNOWN,1.0,29,22F
SAMEA114479348#1,True,False,False,False,1.0,-13.065,8,0.003219,3,8
SAMEA114479222#1,True,False,False,False,1.0,-13.425,8,0.00115,36,8
SAMEA114442018#2,True,False,False,False,0.998,-11.852,33F,0.174772,20,33F
SAMN05221895#2,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMN15562732#1,True,True,False,True,0.832,-9.507,UNKNOWN,0.613575,12_44_46,11A
SAMEA114490296#1,True,False,False,False,1.0,-13.065,8,0.003219,3,8
SAMEA4931552#2,True,False,False,False,0.988,-10.774,11A,0.400475,12_44_46,11A
SAMN33606126#1,True,False,False,False,1.0,-13.157,8,0.002131,36,8
SAMEA114490014#1,True,False,False,False,1.0,-13.447,8,0.001173,36,8
SAMEA3175703#1,True,False,False,False,0.999,-12.136,33F,0.056935,20,33F
SAMEA3175703#3,True,False,False,False,0.999,-12.118,33F,0.104626,20,33F
SAMEA4024779#1,True,False,False,False,0.999,-11.934,33F,0.032067,20,33F
SAMEA4024779#18,True,False,False,False,0.999,-12.131,33F,0.097871,20,33F
SAMEA10427245#1,True,False,False,False,1.0,-13.157,8,0.002131,36,8
SAMN11122390#1,True,False,False,False,0.998,-11.954,33F,0.148276,20,33F
SAMEA114552163#1,True,False,False,False,0.998,-11.975,33F,0.093794,20,33F
SAMEA10428055#1,True,False,False,False,1.0,-13.093,8,0.002738,3,8
SAMN11117089#1,True,True,False,True,0.825,-9.481,UNKNOWN,0.622731,12_44_46,11A
SAMEA4931368#2,True,False,False,False,0.988,-10.758,11A,0.434013,12_44_46,11A
SAMEA115795602#1,True,False,False,False,1.0,-13.424,8,0.001153,36,8
SAMEA114479470#1,True,False,False,False,1.0,-13.052,8,0.0015,36,8
SAMEA114479470#7,True,False,False,False,1.0,-13.049,8,0.006115,36,8
SAMN41761486#3,True,True,False,True,0.917,-8.716,UNKNOWN,0.975943,12_44_46,11A
SAMN41761486#21,True,True,False,True,0.927,-8.85,UNKNOWN,0.92135,12_44_46,11A
SAMN41139751#1,True,False,False,False,1.0,-12.887,8,0.004233,36,8
SAMN41139751#4,True,False,False,False,1.0,-12.989,8,0.007604,36,8
SAMN15562435#2,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA114520974#2,True,False,False,False,1.0,-13.157,8,0.002131,36,8
SAMN03764969#1,True,True,False,True,0.711,-8.262,UNKNOWN,0.999917,33G,11A
SAMN03764969#5,True,False,False,False,0.952,-9.819,11A,0.476874,12_44_46,11A
SAMN05221998#2,True,True,False,True,0.799,-9.399,UNKNOWN,0.637238,12_44_46,11A
SAMEA8647404#1,True,True,False,True,0.831,-9.504,UNKNOWN,0.615241,12_44_46,11A
SAMEA3431428#5,True,True,False,True,0.82,-9.466,UNKNOWN,0.607343,12_44_46,11A
SAMN41761106#1,True,True,False,True,0.831,-9.504,UNKNOWN,0.615241,12_44_46,11A
SAMN41761508#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA114441589#1,True,False,False,False,0.998,-11.984,33F,0.131633,20,33F
SAMN11122473#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA114276560#1,True,False,False,False,1.0,-13.157,8,0.002131,36,8
SAMN05222115#2,True,False,False,False,0.999,-12.048,33F,0.068597,20,33F
SAMEA114479562#2,True,True,False,True,0.758,-9.26,UNKNOWN,0.799993,12_44_46,11A
SAMEA4022757#1,True,True,False,True,0.83,-9.505,UNKNOWN,0.624893,12_44_46,11A
SAMN05221315#2,True,False,False,False,0.998,-11.999,33F,0.115016,20,33F
SAMEA3388934#1,True,False,False,False,1.0,-13.42,8,0.001194,36,8
SAMEA4926346#1,True,True,False,True,0.831,-9.504,UNKNOWN,0.615241,12_44_46,11A
SAMEA12562172#1,True,False,False,False,1.0,-13.425,8,0.00115,36,8
SAMN11121769#1,True,False,False,False,0.998,-12.016,33F,0.111642,20,33F
SAMEA4732714#2,True,False,False,False,0.998,-11.846,33F,0.137158,20,33F
SAMEA10427145#1,True,False,False,False,1.0,-13.157,8,0.002131,36,8
SAMN11116678#2,True,True,False,True,0.959,-9.646,UNKNOWN,0.794175,12_44_46,11A
SAMN11116678#3,True,True,False,True,0.837,-9.442,UNKNOWN,0.992469,12_44_46,11A
SAMEA115796280#1,True,False,False,False,1.0,-13.052,8,0.0015,36,8
SAMEA115796280#5,True,False,False,False,1.0,-13.263,8,0.002487,36,8
SAMN15562539#2,True,False,False,False,0.998,-11.978,33F,0.128126,20,33F
SAMEA2059229#5,True,False,False,False,1.0,-13.231,8,0.002845,36,8
SAMEA2059229#14,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA115796078#3,True,False,False,False,1.0,-13.052,8,0.0015,36,8
SAMEA115796078#8,True,False,False,False,1.0,-13.052,8,0.006247,36,8
SAMN14157895#3,True,True,False,True,0.944,-9.384,UNKNOWN,0.991868,12_44_46,11A
SAMN14157895#18,True,True,False,True,0.866,-9.67,UNKNOWN,0.964659,12_44_46,11A
SAMEA2238713#2,True,True,False,True,0.83,-9.505,UNKNOWN,0.62727,12_44_46,11A
SAMEA4008332#1,True,False,False,False,0.998,-11.984,33F,0.131633,20,33F
SAMN20332352#1,True,False,False,False,1.0,-13.151,8,0.002143,36,8
SAMEA2814210#1,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA2814210#7,True,False,False,False,1.0,-12.955,8,0.008271,36,8
SAMN20331837#2,True,True,False,True,0.864,-9.668,UNKNOWN,0.965342,12_44_46,11A
SAMN20331837#7,True,True,False,True,0.97,-9.941,UNKNOWN,0.828588,12_44_46,11A
SAMEA2382951#7,True,False,False,False,1.0,-13.241,8,0.002599,36,8
SAMEA2382951#15,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMN11116724#1,True,True,False,True,0.831,-9.504,UNKNOWN,0.615241,12_44_46,11A
SAMN14151207#1,True,True,False,True,0.869,-9.682,UNKNOWN,0.96279,12_44_46,11A
SAMN14151207#12,True,True,True,True,0.519,-8.064,UNKNOWN,0.916904,12_44_46,11D
SAMEA2814481#1,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA2814481#8,True,False,False,False,1.0,-12.955,8,0.008271,36,8
SAMN20397665#2,True,False,False,False,0.998,-11.981,33F,0.127911,20,33F
SAMEA115794907#3,True,False,False,False,1.0,-13.13,8,0.001354,36,8
SAMEA115794907#7,True,False,False,False,1.0,-13.247,8,0.002631,36,8
SAMN08647546#2,True,True,False,True,0.825,-9.477,UNKNOWN,0.630523,12_44_46,11A
SAMEA4022715#1,True,True,False,True,0.826,-9.486,UNKNOWN,0.606931,12_44_46,11A
SAMEA4022910#2,True,True,False,True,0.836,-9.435,UNKNOWN,0.992863,12_44_46,11A
SAMEA4022910#6,True,True,False,True,0.976,-9.664,UNKNOWN,0.570752,12_44_46,11A
SAMEA4023179#1,True,True,False,True,0.831,-9.504,UNKNOWN,0.615241,12_44_46,11A
SAMEA5785637#1,True,True,False,True,0.831,-9.504,UNKNOWN,0.615241,12_44_46,11A
SAMEA111352132#4,True,True,False,True,0.846,-9.393,UNKNOWN,0.995231,12_44_46,11A
SAMEA111352132#11,True,True,False,True,0.911,-9.243,UNKNOWN,0.779852,12_44_46,11A
SAMEA2553763#1,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA2553763#7,True,False,False,False,1.0,-12.964,8,0.00852,36,8
SAMEA114441844#2,True,False,False,False,1.0,-13.157,8,0.002131,36,8
SAMEA114479368#1,True,False,False,False,1.0,-13.068,8,0.0031,3,8
SAMEA114478996#1,True,False,False,False,1.0,-13.065,8,0.003219,3,8
SAMN15562600#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMN41750693#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMN33825269#3,True,True,False,True,0.94,-9.102,UNKNOWN,0.987175,12_44_46,11A
SAMN33825269#4,True,True,False,True,0.865,-9.669,UNKNOWN,0.965086,12_44_46,11A
SAMEA2167667#2,True,False,False,False,0.998,-11.253,33F,0.28891,20,33F
SAMEA2167667#18,True,False,False,False,0.999,-12.176,33F,0.025689,20,33F
SAMEA12566432#1,True,False,False,False,1.0,-13.146,8,0.002385,36,8
SAMEA4008393#2,True,False,False,False,1.0,-13.136,8,0.001574,36,8
SAMEA4008393#7,True,False,False,False,1.0,-13.231,8,0.002781,36,8
SAMEA111351836#1,True,True,False,True,0.831,-9.504,UNKNOWN,0.615241,12_44_46,11A
SAMEA2813986#1,True,False,False,False,1.0,-12.234,22F,0.00333,33A_33F_37,22F
SAMEA4733024#1,True,False,False,False,1.0,-13.196,8,0.001642,36,8
SAMEA7765818#1,True,True,True,True,0.471,-6.787,UNKNOWN,1.0,Serogroup 33,16F
SAMEA7765818#6,True,False,False,False,1.0,-13.003,8,0.007347,36,8
SAMEA4024237#3,True,False,False,False,0.999,-12.367,8,0.064466,36,8
SAMEA4024237#21,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA2336152#4,True,True,False,True,0.842,-9.481,UNKNOWN,0.989865,12_44_46,11A
SAMEA2336152#6,True,True,False,True,0.977,-9.715,UNKNOWN,0.607733,12_44_46,11A
SAMEA5083276#2,True,False,False,False,0.998,-11.903,33F,0.122971,20,33F
SAMEA4561472#2,True,True,False,True,0.831,-9.506,UNKNOWN,0.614616,12_44_46,11A
SAMEA12276989#6,True,True,False,True,0.832,-9.507,UNKNOWN,0.613575,12_44_46,11A
SAMN09224799#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA2612881#1,True,True,False,True,0.83,-9.504,UNKNOWN,0.62358,12_44_46,11A
SAMN09218888#4,True,True,False,True,0.972,-9.978,UNKNOWN,0.766002,12_44_46,11A
SAMN09218888#6,True,True,False,True,0.866,-9.673,UNKNOWN,0.965425,12_44_46,11A
SAMEA4024561#1,True,False,False,False,0.999,-11.691,33F,0.128359,20,33F
SAMEA4024561#3,True,False,False,False,0.999,-12.118,33F,0.104626,20,33F
SAMEA4024754#1,True,True,False,True,0.836,-9.435,UNKNOWN,0.992863,12_44_46,11A
SAMEA4024754#7,True,True,False,True,0.948,-9.0,UNKNOWN,0.938769,45,11A
SAMEA3180775#5,True,False,False,False,1.0,-13.231,8,0.002781,36,8
SAMEA3180775#15,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA104456066#2,True,False,False,False,0.999,-11.814,15A,0.008009,10,15A
SAMEA5082636#1,True,False,False,False,1.0,-12.25,22F,0.003014,33A_33F_37,22F
SAMEA4931392#1,True,False,False,False,1.0,-13.154,8,0.002161,3,8
SAMN41790784#1,True,False,False,False,0.998,-12.007,33F,0.10909,20,33F
SAMEA4024864#2,True,False,False,False,0.998,-11.093,33F,0.318768,20,33F
SAMEA4024864#19,True,False,False,False,0.999,-12.159,33F,0.025382,20,33F
SAMN33606814#1,True,True,False,True,0.824,-8.862,UNKNOWN,0.999694,12_44_46,11A
SAMN33606814#4,True,True,False,True,0.922,-9.531,UNKNOWN,0.714421,12_44_46,11A
SAMEA12566178#1,True,False,False,False,1.0,-13.157,8,0.002131,36,8
SAMEA115795209#2,True,True,False,True,0.831,-9.504,UNKNOWN,0.615241,12_44_46,11A
SAMEA104154748#3,True,True,False,True,0.992,-10.01,UNKNOWN,0.940267,35A_35C_42,34
SAMEA104154748#21,True,True,False,True,0.993,-10.286,UNKNOWN,0.881475,20,33F
SAMEA114490193#4,True,False,False,False,1.0,-13.052,8,0.0015,36,8
SAMEA114490193#6,True,False,False,False,1.0,-13.263,8,0.002487,36,8
SAMEA3175996#2,True,False,False,False,0.982,-10.558,11A,0.486949,12_44_46,11A
SAMN41760557#2,True,True,False,True,0.832,-9.514,UNKNOWN,0.615459,12_44_46,11A
SAMEA4024511#1,True,False,False,False,1.0,-13.121,8,0.001159,36,8
SAMEA4024511#7,True,False,False,False,1.0,-13.24,8,0.002857,36,8
SAMEA3430852#1,True,True,True,True,0.382,-7.617,UNKNOWN,1.0,Serogroup 33,34
