sample,GPSC
SAMN20332254,235;904;9
SAMN09219393,235;904;9
SAMEA3952681,235;904;9
SAMEA5072747,235;904;9
SAMN09224811,235;904;9
SAMEA1029083,235;904;9
SAMEA4023522,235;904;9
SAMEA3389822,235;904;9
SAMEA3953182,235;904;9
SAMEA5187166,235;904;9
SAMEA114326163,235;904;9
SAMEA4763745,235;904;9
SAMEA3232355,235;904;9
SAMEA104035411,235;904;9
SAMEA114441475,235;904;9
SAMEA6500023,235;904;9
SAMEA3207065,235;904;9
SAMN14158181,235;904;9
SAMEA5084281,235;904;9
SAMEA5083316,235;904;9
SAMEA4763675,235;904;9
SAMEA5980736,235;904;9
SAMEA4979537,235;904;9
SAMEA5187231,235;904;9
SAMN41761296,235;904;9
SAMEA1032671,235;904;9
SAMEA8647304,235;904;9
SAMD00085811,235;904;9
SAMN09224174,235;904;9
SAMN14158681,235;904;9
SAMEA114408301,235;904;9
SAMEA4023316,235;904;9
SAMN11122920,235;904;9
SAMEA104034474,235;904;9
SAMEA4024454,235;904;9
SAMN08348304,235;904;9
SAMEA2658673,235;904;9
SAMN09218596,235;904;9
SAMEA4927747,235;904;9
SAMEA5187514,235;904;9
SAMEA4763846,235;904;9
SAMEA2796901,235;904;9
SAMEA3381503,235;904;9
SAMEA3952720,235;904;9
SAMEA5980764,235;904;9
SAMEA5082338,235;904;9
SAMEA5138225,235;904;9
SAMEA3714506,235;904;9
SAMN33606729,235;904;9
SAMEA12596023,235;904;9
SAMEA114408227,235;904;9
SAMEA2697720,235;904;9
SAMEA3952679,235;904;9
SAMEA4928907,235;904;9
SAMEA3373666,235;904;9
SAMEA4023718,235;904;9
SAMN14157730,235;904;9
SAMN05222249,235;904;9
SAMEA114441472,235;904;9
SAMEA2521796,235;904;9
SAMEA3952754,235;904;9
SAMEA5084468,235;904;9
SAMEA5866743,235;904;9
SAMN35364263,235;904;9
SAMN41765772,235;904;9
SAMEA115377402,235;904;9
SAMN41764891,235;904;9
SAMEA3431323,235;904;9
SAMEA4764052,235;904;9
SAMEA4763418,235;904;9
SAMN04504900,235;904;9
SAMN09812503,235;904;9
SAMEA5980522,235;904;9
SAMEA112485966,235;904;9
SAMEA104455865,235;904;9
SAMEA3232601,235;904;9
SAMEA3232537,235;904;9
SAMEA5187240,235;904;9
SAMN15562773,235;904;9
SAMEA3953007,235;904;9
SAMEA4763692,235;904;9
SAMEA4927057,235;904;9
SAMEA3953498,235;904;9
SAMEA2659062,235;904;9
SAMEA114408441,235;904;9
SAMEA4929800,235;904;9
SAMEA114521039,235;904;9
SAMEA4873806,235;904;9
SAMD00127922,235;904;9
SAMEA3233202,235;904;9
SAMEA115606322,235;904;9
SAMN41760704,235;904;9
SAMD00127946,235;904;9
SAMN09224126,235;904;9
SAMEA12595996,235;904;9
SAMN14150811,235;904;9
SAMEA3714214,235;904;9
SAMEA115377140,235;904;9
SAMN09231241,235;904;9
SAMN11116806,235;904;9
SAMEA1024056,235;904;9
SAMEA11305606,235;904;9
SAMEA4023462,235;904;9
SAMEA1032732,235;904;9
SAMEA112486189,235;904;9
SAMN41751357,235;904;9
SAMEA12596120,235;904;9
SAMN20332095,235;904;9
SAMN41760937,235;904;9
SAMEA5225835,235;904;9
SAMEA3172892,235;904;9
SAMEA1025279,235;904;9
SAMEA4930299,235;904;9
SAMEA5054481,235;904;9
SAMN41760790,235;904;9
SAMEA114036800,235;904;9
SAMN21546514,235;904;9
SAMEA4764183,235;904;9
SAMEA5980495,235;904;9
SAMEA12566100,235;904;9
SAMEA3714073,235;904;9
SAMN14158182,235;904;9
SAMD00127933,235;904;9
SAMN05221505,235;904;9
SAMEA2783660,235;904;9
SAMN25119127,235;904;9
SAMEA4976506,235;904;9
SAMN14168941,235;904;9
SAMEA5054360,235;904;9
SAMEA4884197,235;904;9
SAMEA2554328,235;904;9
SAMEA104456264,235;904;9
SAMEA112824110,235;904;9
SAMEA4979317,235;904;9
SAMEA4979513,235;904;9
SAMEA4650144,235;904;9
SAMN34146027,235;904;9
SAMD00085784,235;904;9
SAMEA5073324,235;904;9
SAMEA112299513,235;904;9
SAMEA12596103,235;904;9
SAMEA4763988,235;904;9
SAMEA4978729,235;904;9
SAMEA3952719,235;904;9
SAMEA104343756,235;904;9
SAMEA4884201,235;904;9
SAMN20398263,235;904;9
SAMN33314468,235;904;9
SAMEA114036674,235;904;9
SAMEA2335950,235;904;9
SAMEA3171595,235;904;9
SAMEA3181845,235;904;9
SAMEA4927430,235;904;9
SAMEA4977726,235;904;9
SAMEA5054500,235;904;9
SAMEA114479109,235;904;9
SAMEA4929643,235;904;9
SAMEA112960773,235;904;9
SAMEA4884350,235;904;9
SAMN11121245,235;904;9
SAMN14157890,235;904;9
SAMN41762348,235;904;9
SAMN41750717,235;904;9
SAMEA12566011,235;904;9
SAMEA114408016,235;904;9
SAMN41751168,235;904;9
SAMEA104355858,235;904;9
SAMEA115376273,235;904;9
SAMEA3714173,235;904;9
SAMEA115796466,235;904;9
SAMEA1023962,235;904;9
SAMEA10427776,235;904;9
SAMEA114375710,235;904;9
SAMD00127948,235;904;9
SAMEA114212035,235;904;9
SAMEA112824123,235;904;9
SAMEA3171329,235;904;9
SAMEA115376913,235;904;9
SAMN05222571,235;904;9
SAMEA114478905,235;904;9
SAMEA5866653,235;904;9
SAMEA4732902,235;904;9
SAMN20398142,235;904;9
SAMEA3181762,235;904;9
SAMEA4978784,235;904;9
SAMEA3232503,235;904;9
SAMEA5979578,235;904;9
SAMEA114463217,235;904;9
SAMEA3173020,235;904;9
SAMEA114313387,235;904;9
SAMEA5054579,235;904;9
SAMEA6507087,235;904;9
SAMN14158653,235;904;9
SAMN14151246,235;904;9
SAMN20408744,235;904;9
SAMEA4023828,235;904;9
SAMEA4889443,235;904;9
SAMEA4977612,235;904;9
SAMN25119052,235;904;9
SAMN33314304,235;904;9
SAMEA4929409,235;904;9
SAMEA114408228,235;904;9
SAMEA4763940,235;904;9
SAMEA4023672,235;904;9
SAMN08647851,235;904;9
SAMEA2658903,235;904;9
SAMEA4930720,235;904;9
SAMEA114392658,235;904;9
SAMEA12566258,235;904;9
SAMEA4928453,235;904;9
SAMEA2697743,235;904;9
SAMEA5979258,235;904;9
SAMEA3172978,235;904;9
SAMEA3953414,235;904;9
SAMN20408807,235;904;9
SAMEA1026398,235;904;9
SAMEA11305620,235;904;9
SAMEA3354132,235;904;9
SAMEA4976558,235;904;9
SAMEA5866663,235;904;9
SAMEA4928415,235;904;9
SAMN20408990,235;904;9
SAMEA115796007,235;904;9
SAMEA2658284,235;904;9
SAMEA114441202,235;904;9
SAMEA5980036,235;904;9
SAMD00127940,235;904;9
SAMN11121122,235;904;9
SAMEA114242063,235;904;9
SAMEA104035490,235;904;9
SAMEA3953254,235;904;9
SAMEA114441375,235;904;9
SAMEA3953329,235;904;9
SAMEA807255,235;904;9
SAMEA114441164,235;904;9
SAMEA4023424,235;904;9
SAMEA112960920,235;904;9
SAMEA4926668,235;904;9
SAMEA9202799,235;904;9
SAMEA3952751,235;904;9
SAMEA114375569,235;904;9
SAMEA114520548,235;904;9
SAMEA112960687,235;904;9
SAMEA4928983,235;904;9
SAMEA112486813,235;904;9
SAMEA2051750,235;904;9
SAMN09223940,235;904;9
SAMEA5138168,235;904;9
SAMEA3953410,235;904;9
SAMEA2521597,235;904;9
SAMEA3952917,235;904;9
SAMN41761483,235;904;9
SAMEA1024123,235;904;9
SAMEA115106841,235;904;9
SAMEA104355640,235;904;9
SAMEA4929859,235;904;9
SAMN27738168,235;904;9
SAMN41768457,235;904;9
SAMEA1028647,235;904;9
SAMN09224646,235;904;9
SAMEA12596168,235;904;9
SAMEA4967259,235;904;9
SAMEA4023487,235;904;9
SAMEA3232354,235;904;9
SAMN41762651,235;904;9
SAMEA114036936,235;904;9
SAMN20331822,235;904;9
SAMEA3953356,235;904;9
SAMEA114479123,235;904;9
SAMEA104455871,235;904;9
SAMEA12595978,235;904;9
SAMD00085812,235;904;9
SAMEA5979614,235;904;9
SAMN05222278,235;904;9
SAMEA4832737,235;904;9
SAMEA4931308,235;904;9
SAMEA12596194,235;904;9
SAMEA4929237,235;904;9
SAMN08647358,235;904;9
SAMEA2797393,235;904;9
SAMEA6499571,235;904;9
SAMEA4884275,235;904;9
SAMN20408737,235;904;9
SAMEA114392595,235;904;9
SAMN05221421,235;904;9
SAMEA114392729,235;904;9
SAMEA1919889,235;904;9
SAMEA1029368,235;904;9
SAMEA114392895,235;904;9
SAMEA4928036,235;904;9
SAMN08647892,235;904;9
SAMEA11305624,235;904;9
SAMEA112486329,235;904;9
SAMEA4884253,235;904;9
SAMN05223049,235;904;9
SAMEA103953654,235;904;9
SAMN14151125,235;904;9
SAMEA3952715,235;904;9
SAMEA2658745,235;904;9
SAMN11121538,235;904;9
SAMEA115032790,235;904;9
SAMEA4764048,235;904;9
SAMEA3952674,235;904;9
SAMEA4930291,235;904;9
SAMEA4763324,235;904;9
SAMEA1033924,235;904;9
SAMEA4927034,235;904;9
SAMN09223911,235;904;9
SAMEA2796891,235;904;9
SAMEA3952846,235;904;9
SAMEA4926858,235;904;9
SAMEA5866410,235;904;9
SAMD00127965,235;904;9
SAMN41765072,235;904;9
SAMEA5187545,235;904;9
SAMEA3172922,235;904;9
SAMN20331842,235;904;9
SAMEA1463079,235;904;9
SAMD00085771,235;904;9
SAMEA1029442,235;904;9
SAMEA5187288,235;904;9
SAMN25118998,235;904;9
SAMEA1029081,235;904;9
SAMEA4387970,235;904;9
SAMN05222421,235;904;9
SAMN41759820,235;904;9
SAMEA115794675,235;904;9
SAMEA3232529,235;904;9
SAMEA4930152,235;904;9
SAMEA114392821,235;904;9
SAMEA5082749,235;904;9
SAMEA1028947,235;904;9
SAMEA104035611,235;904;9
SAMEA115795860,235;904;9
SAMN19549044,235;904;9
SAMEA12566553,235;904;9
SAMEA4884172,235;904;9
SAMEA4884195,235;904;9
SAMEA971478,235;904;9
SAMEA2658366,235;904;9
SAMEA2797437,235;904;9
SAMN05222718,235;904;9
SAMEA3323471,235;904;9
SAMEA5187330,235;904;9
SAMEA114383196,235;904;9
SAMEA115032756,235;904;9
SAMEA115796095,235;904;9
SAMEA2796978,235;904;9
SAMEA4966686,235;904;9
SAMEA4926865,235;904;9
SAMEA3953310,235;904;9
SAMEA4023575,235;904;9
SAMEA4036439,235;904;9
SAMN41765257,235;904;9
SAMEA115503282,235;904;9
SAMN08647589,235;904;9
SAMN11122320,235;904;9
SAMEA3448109,235;904;9
SAMEA2066646,235;904;9
SAMEA1025640,235;904;9
SAMEA6500022,235;904;9
SAMN02738166,235;904;9
SAMEA112486757,235;904;9
SAMEA4649896,235;904;9
SAMN29867719,235;904;9
SAMEA2627480,235;904;9
SAMN09219427,235;904;9
SAMEA1025366,235;904;9
SAMEA115377184,235;904;9
SAMN09218638,235;904;9
SAMEA115796738,235;904;9
SAMN33606063,235;904;9
SAMD00085755,235;904;9
SAMEA3953268,235;904;9
SAMEA3172939,235;904;9
SAMEA3953158,235;904;9
SAMEA4928292,235;904;9
SAMEA4931343,235;904;9
SAMEA5866603,235;904;9
SAMEA4831736,235;904;9
SAMN09218884,235;904;9
SAMEA4023668,235;904;9
SAMEA4649511,235;904;9
SAMN41765411,235;904;9
SAMN10608716,235;904;9
SAMEA3952822,235;904;9
SAMN20409116,235;904;9
SAMEA114441133,235;904;9
SAMEA4978893,235;904;9
SAMEA4732193,235;904;9
SAMEA4976931,235;904;9
SAMD00127944,235;904;9
SAMEA4929659,235;904;9
SAMEA112485904,235;904;9
SAMN33606577,235;904;9
SAMD00085783,235;904;9
SAMEA112486761,235;904;9
SAMN41750968,235;904;9
SAMN14158268,235;904;9
SAMEA111351949,235;904;9
SAMEA4649795,235;904;9
SAMEA3953504,235;904;9
SAMEA4927167,235;904;9
SAMEA3354012,235;904;9
SAMEA112824269,235;904;9
SAMEA4976492,235;904;9
SAMEA5054290,235;904;9
SAMN10608742,235;904;9
SAMEA4928674,235;904;9
SAMN41765172,235;904;9
SAMEA5082978,235;904;9
SAMEA4650030,235;904;9
SAMEA4763440,235;904;9
SAMEA1462974,235;904;9
SAMEA104155141,235;904;9
SAMN11122825,235;904;9
SAMEA3714461,235;904;9
SAMN35363094,235;904;9
SAMEA3381444,235;904;9
SAMN07549174,235;904;9
SAMEA4023381,235;904;9
SAMEA3181890,235;904;9
SAMEA3181893,235;904;9
SAMN11117036,235;904;9
SAMEA4763764,235;904;9
SAMEA114489998,235;904;9
SAMEA4928130,235;904;9
SAMEA4763450,235;904;9
SAMEA5083211,235;904;9
SAMEA5138227,235;904;9
SAMEA3952693,235;904;9
SAMEA114463238,235;904;9
SAMEA4023322,235;904;9
SAMEA103953440,235;904;9
SAMEA112485959,235;904;9
SAMEA1463180,235;904;9
SAMEA1023712,235;904;9
SAMEA2797118,235;904;9
SAMEA3953172,235;904;9
SAMEA4930465,235;904;9
SAMN08647845,235;904;9
SAMN14158548,235;904;9
SAMEA4930924,235;904;9
SAMEA4931218,235;904;9
SAMEA5081963,235;904;9
SAMD00127947,235;904;9
SAMN29867730,235;904;9
SAMN27737905,235;904;9
SAMEA4889462,235;904;9
SAMN41139552,235;904;9
SAMEA2796487,235;904;9
SAMEA3447934,235;904;9
SAMN20408467,235;904;9
SAMEA3953491,235;904;9
SAMEA1463283,235;904;9
SAMEA114326096,235;904;9
SAMEA4023581,235;904;9
SAMEA4024570,235;904;9
SAMN33314568,235;904;9
SAMEA12595972,235;904;9
SAMEA4926534,235;904;9
SAMN41765426,235;904;9
SAMEA112486714,235;904;9
SAMN09218459,235;904;9
SAMN41765413,235;904;9
SAMEA115795327,235;904;9
SAMEA12566605,235;904;9
SAMN08647888,235;904;9
SAMEA2061950,235;904;9
SAMEA2696601,235;904;9
SAMN05221995,235;904;9
SAMEA1023939,235;904;9
SAMEA114346168,235;904;9
SAMEA4022549,235;904;9
SAMEA4928385,235;904;9
SAMEA5054484,235;904;9
SAMN41765713,235;904;9
SAMN41768400,235;904;9
SAMN14158593,235;904;9
SAMEA114520698,235;904;9
SAMN09231107,235;904;9
SAMEA114520601,235;904;9
SAMEA112486771,235;904;9
SAMN41750938,235;904;9
SAMEA12596012,235;904;9
SAMEA5979491,235;904;9
SAMEA114441456,235;904;9
SAMEA115795039,235;904;9
SAMEA4930842,235;904;9
SAMN09218525,235;904;9
SAMEA1877760,235;904;9
SAMEA3953493,235;904;9
SAMD00127961,235;904;9
SAMEA115092553,235;904;9
SAMEA3953134,235;904;9
SAMEA4023436,235;904;9
SAMEA112486465,235;904;9
SAMEA1025796,235;904;9
SAMEA104343759,235;904;9
SAMN41790535,235;904;9
SAMN15562971,235;904;9
SAMN20332699,235;904;9
SAMEA3953097,235;904;9
SAMEA4966219,235;904;9
SAMN14150768,235;904;9
SAMEA4930380,235;904;9
SAMN14169301,235;904;9
SAMEA4926721,235;904;9
SAMN09219116,235;904;9
SAMEA3173011,235;904;9
SAMEA2150292,235;904;9
SAMEA2813975,235;904;9
SAMN09224835,235;904;9
SAMEA5138127,235;904;9
SAMD00085767,235;904;9
SAMEA4023451,235;904;9
SAMN20332649,235;904;9
SAMEA5187526,235;904;9
SAMEA115796821,235;904;9
SAMEA114088711,235;904;9
SAMEA5936840,235;904;9
SAMEA3953014,235;904;9
SAMEA5072708,235;904;9
SAMN09223876,235;904;9
SAMEA4977300,235;904;9
SAMN33606858,235;904;9
SAMEA114441600,235;904;9
SAMEA114552437,235;904;9
SAMEA4930726,235;904;9
SAMEA4831445,235;904;9
SAMEA114479182,235;904;9
SAMEA5082516,235;904;9
SAMEA5979037,235;904;9
SAMEA114463290,235;904;9
SAMEA104355904,235;904;9
SAMN41760478,235;904;9
SAMEA1025854,235;904;9
SAMEA4763755,235;904;9
SAMN10608735,235;904;9
SAMEA2796827,235;904;9
SAMD00127971,235;904;9
SAMEA1025254,235;904;9
SAMN11121505,235;904;9
SAMEA5866471,235;904;9
SAMEA5072583,235;904;9
SAMEA112486644,235;904;9
SAMEA4928046,235;904;9
SAMN14158144,235;904;9
SAMEA4831262,235;904;9
SAMN09218555,235;904;9
SAMN14158051,235;904;9
SAMEA3390059,235;904;9
SAMEA4929581,235;904;9
SAMEA5083253,235;904;9
SAMEA1028860,235;904;9
SAMEA4928326,235;904;9
SAMEA3953110,235;904;9
SAMN09223970,235;904;9
SAMEA2627212,235;904;9
SAMEA4976996,235;904;9
SAMEA114441532,235;904;9
SAMEA115796173,235;904;9
SAMN33314303,235;904;9
SAMEA4763741,235;904;9
SAMEA4732778,235;904;9
SAMEA111351974,235;904;9
SAMEA5073517,235;904;9
SAMEA111351895,235;904;9
SAMEA4830954,235;904;9
SAMEA5082189,235;904;9
SAMN04254714,235;904;9
SAMN09224685,235;904;9
SAMEA1033657,235;904;9
SAMEA12514567,235;904;9
SAMN14157765,235;904;9
SAMEA4023323,235;904;9
SAMEA112486829,235;904;9
SAMEA2814511,235;904;9
SAMEA5187100,235;904;9
SAMN41751369,235;904;9
SAMEA12549561,235;904;9
SAMN14151060,235;904;9
SAMEA5138169,235;904;9
SAMEA114326252,235;904;9
SAMEA4023792,235;904;9
SAMN35363129,235;904;9
SAMEA3206840,235;904;9
SAMN05222908,235;904;9
SAMN11122773,235;904;9
SAMN05221473,235;904;9
SAMN41768447,235;904;9
SAMEA114036830,235;904;9
SAMEA12595971,235;904;9
SAMN41750698,235;904;9
SAMEA4023351,235;904;9
SAMEA4928803,235;904;9
SAMEA1032721,235;904;9
SAMEA104355759,235;904;9
SAMEA3181818,235;904;9
SAMN09224140,235;904;9
SAMEA4024239,235;904;9
SAMEA114211971,235;904;9
SAMN41762053,235;904;9
SAMN41765190,235;904;9
SAMEA1026236,235;904;9
SAMN41761122,235;904;9
SAMN14157807,235;904;9
SAMEA114392890,235;904;9
SAMEA4976669,235;904;9
SAMEA1026365,235;904;9
SAMEA114309827,235;904;9
SAMEA5786186,235;904;9
SAMEA4024438,235;904;9
SAMEA2341139,235;904;9
SAMEA5138210,235;904;9
SAMEA3232376,235;904;9
SAMEA12566211,235;904;9
SAMN41790881,235;904;9
SAMEA1025372,235;904;9
SAMN11116571,235;904;9
SAMEA4929579,235;904;9
SAMN14168945,235;904;9
SAMEA4763916,235;904;9
SAMEA3952758,235;904;9
SAMEA115606594,235;904;9
SAMEA1028920,235;904;9
SAMN41762192,235;904;9
SAMEA114441212,235;904;9
SAMEA3953103,235;904;9
SAMN08647383,235;904;9
SAMN42206620,235;904;9
SAMEA4978656,235;904;9
SAMN14150828,235;904;9
SAMN20332497,235;904;9
SAMEA5980503,235;904;9
SAMN09223899,235;904;9
SAMEA2783707,235;904;9
SAMEA5979338,235;904;9
SAMEA104343764,235;904;9
SAMN09812506,235;904;9
SAMEA3232356,235;904;9
SAMEA4764045,235;904;9
SAMEA114552492,235;904;9
SAMN11116569,235;904;9
SAMN05222867,235;904;9
SAMEA4928809,235;904;9
SAMEA104343857,235;904;9
SAMD00085794,235;904;9
SAMEA5187783,235;904;9
SAMEA6499596,235;904;9
SAMD00085766,235;904;9
SAMEA115795673,235;904;9
SAMEA6500332,235;904;9
SAMEA114313535,235;904;9
SAMEA114520939,235;904;9
SAMN10608708,235;904;9
SAMN21546517,235;904;9
SAMN41761232,235;904;9
SAMEA1463286,235;904;9
SAMN09224416,235;904;9
SAMEA4929234,235;904;9
SAMD00127968,235;904;9
SAMEA4023580,235;904;9
SAMEA4930725,235;904;9
SAMEA4024194,235;904;9
SAMEA4928507,235;904;9
SAMD00127949,235;904;9
SAMEA2627239,235;904;9
SAMD00085778,235;904;9
SAMEA114392749,235;904;9
SAMN04254709,235;904;9
SAMEA12596209,235;904;9
SAMEA3952770,235;904;9
SAMEA115376443,235;904;9
SAMEA1032595,235;904;9
SAMEA3952760,235;904;9
SAMEA5054449,235;904;9
SAMEA112486454,235;904;9
SAMEA3953164,235;904;9
SAMEA4926822,235;904;9
SAMEA4763652,235;904;9
SAMEA115794940,235;904;9
SAMEA104154897,235;904;9
SAMEA3952926,235;904;9
SAMEA6500195,235;904;9
SAMEA9633431,235;904;9
SAMEA1032712,235;904;9
SAMN41760814,235;904;9
SAMN41765667,235;904;9
SAMEA3952873,235;904;9
SAMEA4884330,235;904;9
SAMN20332604,235;904;9
SAMN09219217,235;904;9
SAMN11122757,235;904;9
SAMEA3953428,235;904;9
SAMEA3180780,235;904;9
SAMEA1033766,235;904;9
SAMEA3714053,235;904;9
SAMN20409337,235;904;9
SAMEA4927227,235;904;9
SAMEA3232472,235;904;9
SAMEA114441194,235;904;9
SAMN11122548,235;904;9
SAMD00127957,235;904;9
SAMN14158384,235;904;9
SAMEA114441445,235;904;9
SAMN26502591,235;904;9
SAMN11122540,235;904;9
SAMEA112485917,235;904;9
SAMEA6500288,235;904;9
SAMEA112486166,235;904;9
SAMN09224841,235;904;9
SAMEA112960721,235;904;9
SAMN09224738,235;904;9
SAMEA4024412,235;904;9
SAMEA3953217,235;904;9
SAMEA114212325,235;904;9
SAMEA4023913,235;904;9
SAMEA4978551,235;904;9
SAMN07549186,235;904;9
SAMEA1463025,235;904;9
SAMN14169180,235;904;9
SAMEA114036834,235;904;9
SAMEA1029266,235;904;9
SAMEA104343776,235;904;9
SAMEA4022777,235;904;9
SAMN14158173,235;904;9
SAMEA3953239,235;904;9
SAMN09219394,235;904;9
SAMEA3953116,235;904;9
SAMEA3953163,235;904;9
SAMN11121543,235;904;9
SAMEA4022552,235;904;9
SAMEA112960860,235;904;9
SAMEA10254795,235;904;9
SAMEA8647307,235;904;9
SAMEA114407941,235;904;9
SAMN09231075,235;904;9
SAMN20332607,235;904;9
SAMEA5138232,235;904;9
SAMEA5073652,235;904;9
SAMN41762499,235;904;9
SAMEA2050997,235;904;9
SAMN05222580,235;904;9
SAMEA10254888,235;904;9
SAMN09224288,235;904;9
SAMN20332308,235;904;9
SAMEA112486408,235;904;9
SAMN05220890,235;904;9
SAMEA5979104,235;904;9
SAMEA4732609,235;904;9
SAMN41762707,235;904;9
SAMEA3953045,235;904;9
SAMEA115795517,235;904;9
SAMEA4929958,235;904;9
SAMEA104355812,235;904;9
SAMEA4733041,235;904;9
SAMEA5980817,235;904;9
SAMEA4884204,235;904;9
SAMEA2434775,235;904;9
SAMEA3512881,235;904;9
SAMEA4929437,235;904;9
SAMN05222098,235;904;9
SAMN41762612,235;904;9
SAMEA4977089,235;904;9
SAMEA2796917,235;904;9
SAMEA6500060,235;904;9
SAMEA114036889,235;904;9
SAMEA3171281,235;904;9
SAMN05223130,235;904;9
SAMEA4884213,235;904;9
SAMEA1028846,235;904;9
SAMEA112486406,235;904;9
SAMEA5187303,235;904;9
SAMEA112824203,235;904;9
SAMEA4977127,235;904;9
SAMEA5051238,235;904;9
SAMEA5084308,235;904;9
SAMN11121693,235;904;9
SAMEA102208918,235;904;9
SAMEA112960802,235;904;9
SAMEA114441396,235;904;9
SAMEA5187321,235;904;9
SAMN20332518,235;904;9
SAMN08647352,235;904;9
SAMEA5084295,235;904;9
SAMEA112824210,235;904;9
SAMEA114392701,235;904;9
SAMEA4884232,235;904;9
SAMEA112960762,235;904;9
SAMEA114441417,235;904;9
SAMEA4023321,235;904;9
SAMEA4889437,235;904;9
SAMEA4928175,235;904;9
SAMEA114441554,235;904;9
SAMEA3232606,235;904;9
SAMN41762437,235;904;9
SAMD00085815,235;904;9
SAMEA2298191,235;904;9
SAMEA7722491,235;904;9
SAMEA112486332,235;904;9
SAMEA4931254,235;904;9
SAMEA3381497,235;904;9
SAMEA2658722,235;904;9
SAMN20332677,235;904;9
SAMN09218943,235;904;9
SAMEA5073445,235;904;9
SAMN33607100,235;904;9
SAMN19549043,235;904;9
SAMEA3952800,235;904;9
SAMEA114036825,235;904;9
SAMN19549041,235;904;9
SAMD00127966,235;904;9
SAMN20332708,235;904;9
SAMEA103953728,235;904;9
SAMEA4830959,235;904;9
SAMEA112486814,235;904;9
SAMEA115377249,235;904;9
SAMEA2696419,235;904;9
SAMN05223111,235;904;9
SAMN09214303,235;904;9
SAMD00127932,235;904;9
SAMN38501058,235;904;9
SAMEA114313274,235;904;9
SAMN09223901,235;904;9
SAMEA104343856,235;904;9
SAMEA3713914,235;904;9
SAMN20332711,235;904;9
SAMN41760977,235;904;9
SAMEA1029093,235;904;9
SAMEA3952818,235;904;9
SAMEA3952656,235;904;9
SAMEA3953181,235;904;9
SAMEA4884173,235;904;9
SAMEA4976487,235;904;9
SAMEA5072545,235;904;9
SAMN09231466,235;904;9
SAMN33606861,235;904;9
SAMN11117446,235;904;9
SAMEA2658934,235;904;9
SAMEA114392694,235;904;9
SAMN33606860,235;904;9
SAMN41768466,235;904;9
SAMEA2797350,235;904;9
SAMN20332751,235;904;9
SAMD00127942,235;904;9
SAMN20409331,235;904;9
SAMN09219047,235;904;9
SAMN41750724,235;904;9
SAMEA4764099,235;904;9
SAMEA112824325,235;904;9
SAMN09218748,235;904;9
SAMD00127945,235;904;9
SAMEA4926363,235;904;9
SAMEA974695,235;904;9
SAMEA5980627,235;904;9
SAMN41762235,235;904;9
SAMD00127943,235;904;9
SAMEA114441320,235;904;9
SAMN05222321,235;904;9
SAMEA4927019,235;904;9
SAMN11122583,235;904;9
SAMEA4023352,235;904;9
SAMEA4732163,235;904;9
SAMEA3952729,235;904;9
SAMEA2658701,235;904;9
SAMEA5084340,235;904;9
SAMN11122752,235;904;9
SAMEA4967224,235;904;9
SAMEA12514535,235;904;9
SAMEA4884266,235;904;9
SAMEA104355928,235;904;9
SAMEA4929798,235;904;9
SAMEA3181852,235;904;9
SAMEA3953492,235;904;9
SAMEA2696445,235;904;9
SAMEA2554364,235;904;9
SAMEA4930044,235;904;9
SAMEA1877763,235;904;9
SAMEA2696486,235;904;9
SAMEA10427625,235;904;9
SAMEA104456244,235;904;9
SAMEA3208720,235;904;9
SAMN09224024,235;904;9
SAMN35362925,235;904;9
SAMEA114088613,235;904;9
SAMN09230953,235;904;9
SAMN14158287,235;904;9
SAMN20409222,235;904;9
SAMEA12595999,235;904;9
SAMEA4022783,235;904;9
SAMEA104355827,235;904;9
SAMEA112486363,235;904;9
SAMEA5786161,235;904;9
SAMEA3171145,235;904;9
SAMEA114520795,235;904;9
SAMEA112960709,235;904;9
SAMN15562667,235;904;9
SAMD00085789,235;904;9
SAMN09218614,235;904;9
SAMEA112486210,235;904;9
SAMEA12566614,235;904;9
SAMEA1029345,235;904;9
SAMEA112486371,235;904;9
SAMEA3181850,235;904;9
SAMEA114228275,235;904;9
SAMEA3952736,235;904;9
SAMEA3953040,235;904;9
SAMN14158269,235;904;9
SAMEA2153666,235;904;9
SAMEA4023541,235;904;9
SAMEA5866385,235;904;9
SAMEA4763756,235;904;9
SAMEA4927584,235;904;9
SAMEA5072948,235;904;9
SAMN20397822,235;904;9
SAMEA114441166,235;904;9
SAMEA11305600,235;904;9
SAMEA3309634,235;904;9
SAMEA115795844,235;904;9
SAMEA2796881,235;904;9
SAMEA10427879,235;904;9
SAMEA4927792,235;904;9
SAMD00127952,235;904;9
SAMEA3353601,235;904;9
SAMEA4927066,235;904;9
SAMEA5187354,235;904;9
SAMEA112486807,235;904;9
SAMEA2797137,235;904;9
SAMEA3172834,235;904;9
SAMEA3952740,235;904;9
SAMEA112486737,235;904;9
SAMEA4649239,235;904;9
SAMEA4931499,235;904;9
SAMEA6500235,235;904;9
SAMEA5138198,235;904;9
SAMEA5187297,235;904;9
SAMN20409215,235;904;9
SAMEA104343760,235;904;9
SAMEA3952925,235;904;9
SAMN41761132,235;904;9
SAMEA4023441,235;904;9
SAMEA10254771,235;904;9
SAMN19549042,235;904;9
SAMEA3181834,235;904;9
SAMEA4928045,235;904;9
SAMEA5979048,235;904;9
SAMEA5050459,235;904;9
SAMN02738105,235;904;9
SAMEA4929941,235;904;9
