sample_id,Serotype,Is_capsule,knn_distance,nn_distance,nn_serotype,nn_genogroup,is_novel
SRR26880384#7,8,1,1.1920929e-07,1.1920929e-07,8,8,False
SRR26880384#15,8,1,0.0,0.0,8,8,False
SRR26594758#2,11A,1,5.1259995e-06,5.1259995e-06,11A,11,False
ERR2089569#6,6A,1,0.0,0.0,6A,6,False
SRR26931575#1,9N,1,5.9604645e-08,5.9604645e-08,9N,9,False
SRR26931575#5,9N,1,1.1920929e-07,1.1920929e-07,9N,9,False
SRR26714399#1,9N,1,3.2186508e-06,3.2186508e-06,9N,9,False
SRR26714399#5,9N,1,1.7881393e-07,1.7881393e-07,9N,9,False
SRR26879727#3,3,1,0.0,0.0,3,3,False
ERR3796820#2,24F,1,2.6404858e-05,2.6404858e-05,24F,Serogroup 24,False
ERR730537#14,6A,1,0.0,0.0,6A,6,False
ERR730537#41,6A,1,5.9604645e-08,5.9604645e-08,6A,6,False
ERR13366111#3,3,1,0.0,0.0,3,3,False
SRR26879881#5,19F,1,0.0003540516,0.0003540516,19F,19F,False
SRR26879881#33,19F,1,5.9604645e-08,5.9604645e-08,19F,19F,False
ERR2667485#1,19F,1,1.9669533e-06,1.9669533e-06,19F,19F,False
ERR714712#1,1,1,0.0,0.0,1,1,False
ERR1788415#3,14,1,3.5762787e-07,3.5762787e-07,14,14,False
ERR1788415#17,14,1,6.1392784e-06,6.1392784e-06,14,14,False
SRR26672867#27,19A,1,0.0,0.0,19A,19A,False
SRR26672867#54,19A,1,0.0021497011,0.0021497011,19A,19A,False
ERR13375044#9,15B,1,0.0,0.0,15B/C,15B/C,False
ERR884360#2,23F,1,7.212162e-05,7.212162e-05,23F,23,False
ERR2680841#8,23F,1,4.3451786e-05,4.3451786e-05,23F,23,False
ERR751154#4,5,1,0.0,0.0,5,5,False
ERR751154#23,5,1,1.7881393e-07,1.7881393e-07,5,5,False
SRR26879741#1,7C,1,1.1920929e-07,1.1920929e-07,7C,7B_7C_40,False
SRR26879741#20,7C,1,0.012013316,0.012013316,7C,7B_7C_40,False
ERR1788400#7,9N,1,0.0,0.0,9N,9,False
ERR1788400#18,9N,1,0.0,0.0,9N,9,False
ERR1106720#1,6B,1,6.735325e-06,6.735325e-06,6B,6,False
ERR869884#19,33D,1,5.9604645e-08,5.9604645e-08,33D,33B_33D,False
ERR869884#31,33D,1,9.405613e-05,9.405613e-05,33D,33B_33D,False
ERR774519#1,19A,1,0.0,0.0,19A,19A,False
ERR774519#40,19A,1,0.044366777,0.044366777,19A,19A,False
ERR1202497#5,46,1,0.0,0.0,12B,12_44_46,False
ERR1202497#28,46,1,1.7881393e-07,1.7881393e-07,46,12_44_46,False
SRR26673196#3,22F,1,0.0,0.0,22F,22,False
SRR26673196#5,22F,1,0.0,0.0,22F,22,False
ERR1065244#2,12F,1,0.0,0.0,12F,12_44_46,False
ERR1065244#4,12F,1,0.034507155,0.034507155,12F,12_44_46,False
ERR925321#8,21,1,0.0,0.0,21,21,False
ERR925321#24,21,1,0.0,0.0,21,21,False
ERR869817#4,16F,1,5.9604645e-08,5.9604645e-08,16F,16F,False
SRR26879943#1,35F,1,1.8835068e-05,1.8835068e-05,35F,35F,False
ERR577856#1,19F,1,0.0,0.0,19F,19F,False
ERR714274#12,46,1,0.0002092123,0.0002092123,46,12_44_46,False
ERR714274#38,46,1,0.0,0.0,12F,12_44_46,False
ERR1788173#1,6C,1,9.006262e-05,9.006262e-05,6C,6,False
ERR8481764#1,19A,1,0.0,0.0,19A,19A,False
ERR980327#4,23F,1,1.1920929e-07,1.1920929e-07,23F,23,False
SRR26714821#3,22F,1,0.0,0.0,22F,22,False
SRR26714821#15,22F,1,0.0,0.0,22F,22,False
ERR505840#4,1,1,0.0,0.0,1,1,False
ERR505840#23,1,1,0.0,0.0,1,1,False
ERR1065629#1,1,1,2.9802322e-07,2.9802322e-07,1,1,False
ERR1065629#4,1,1,0.0,0.0,1,1,False
SRR26930253#2,3,1,0.0,0.0,3,3,False
ERR862465#3,6A,1,1.1920929e-07,1.1920929e-07,6A,6,False
ERR862465#5,6A,1,0.0,0.0,6A,6,False
SRR26833995#2,22F,1,0.0,0.0,22F,22,False
SRR26833995#17,22F,1,0.0,0.0,22F,22,False
ERR2853677#10,19A,1,3.4570694e-06,3.4570694e-06,19A,19A,False
SRR26884104#2,8,1,0.0,0.0,8,8,False
SRR26884104#4,8,1,0.0,0.0,8,8,False
ERR714141#1,9V,1,0.0,0.0,9V,9,False
SRR26673274#3,12F,1,0.035161912,0.035161912,12F,12_44_46,False
SRR26673274#21,12F,1,0.01761663,0.01761663,12F,12_44_46,False
SRR26930851#3,12F,1,0.0,0.0,12F,12_44_46,False
SRR26930851#10,12F,1,0.0,0.0,12F,12_44_46,False
SRR26714110#15,3,1,0.0012077093,0.0012077093,3,3,False
SRR26714110#17,3,1,0.00052696466,0.00052696466,3,3,False
ERR2681373#2,11A,1,0.0,0.0,11A,11,False
SRR26884650#21,15B,1,0.0,0.0,15B,15,False
SRR26884650#28,15B,1,0.00021100044,0.00021100044,15B,15,False
SRR26931822#1,15B,1,2.3186207e-05,2.3186207e-05,15B,15,False
SRR26931822#7,15B,1,0.0,0.0,15B,15,False
SRR26673173#1,19A,1,9.4771385e-06,9.4771385e-06,19A,19A,False
ERR2680819#2,15B/C,1,0.00011587143,0.00011587143,15B/C,15B/C,False
SRR26797836#3,16F,1,0.0006222725,0.0006222725,16F,16F,False
SRR26797836#4,16F,1,0.08757025,0.08757025,16F,16F,False
ERR876512#1,18C,1,0.0,0.0,18C,18,False
ERR13365327#3,22F,1,0.0,0.0,22F,22,False
ERR13365327#27,22F,1,0.0,0.0,22F,22,False
SRR26878532#16,17F,1,0.0,0.0,17F,17F,False
SRR26878532#48,17F,1,0.0,0.0,17F,17F,False
ERR4501464#2,24F,1,7.0393085e-05,7.0393085e-05,24F,Serogroup 24,False
SRR26818154#1,23A,1,0.0,0.0,23A,23,False
SRR26834413#3,15B,1,0.057715714,0.057715714,15B/C,15B/C,False
SRR26834413#32,15B,1,0.0,0.0,15A,15,False
SRR26931494#1,23B,1,0.0,0.0,23B,23,False
ERR2853578#4,19A,1,0.0,0.0,19A,19A,False
ERR1453716#2,3,1,0.0,0.0,3,3,False
SRR26930169#5,3,1,0.0,0.0,3,3,False
ERR633037#2,1,1,0.0,0.0,1,1,False
ERR633037#5,1,1,1.7881393e-07,1.7881393e-07,1,1,False
ERR884357#6,14,1,1.1920929e-07,1.1920929e-07,14,14,False
ERR884357#11,14,1,0.0,0.0,14,14,False
SRR26818269#11,15A,1,0.0,0.0,15A,15,False
SRR26818269#20,15A,1,5.9604645e-08,5.9604645e-08,15A,15,False
ERR869963#1,3,1,0.0,0.0,3,3,False
ERR980143#3,23F,1,0.00025218725,0.00025218725,23F,23,False
ERR600490#1,6A,1,0.00026404858,0.00026404858,6A,6,False
ERR1795471#14,7F,1,2.9802322e-07,2.9802322e-07,7F,7A_7F,False
ERR1795471#27,7F,1,0.0,0.0,7F,7A_7F,False
SRR26672790#2,10A,1,0.0,0.0,10A,10,False
SRR26672790#21,10A,1,1.1920929e-07,1.1920929e-07,10A,10,False
ERR1422462#1,23F,1,0.0,0.0,23F,23,False
ERR1422462#20,23F,1,0.0,0.0,23F,23,False
ERR7567784#1,35B,1,8.839369e-05,8.839369e-05,35B,35B_35D,False
ERR913126#1,16F,1,0.0,0.0,16F,16F,False
SRR26673669#14,6C,1,5.9604645e-08,5.9604645e-08,6C,6,False
ERR2089768#1,14,1,3.5762787e-07,3.5762787e-07,14,14,False
ERR2089768#19,14,1,0.0,0.0,14,14,False
ERR1214629#17,6B,1,0.0,0.0,6B,6,False
ERR1214629#38,6B,1,0.00031018257,0.00031018257,6B,6,False
SRR26930760#2,8,1,0.0,0.0,8,8,False
SRR26930760#5,8,1,1.1920929e-07,1.1920929e-07,8,8,False
SRR26910578#2,33F,1,5.9604645e-08,5.9604645e-08,33F,33A_33F_37,False
ERR980230#1,21,1,0.0,0.0,21,21,False
ERR980230#28,21,1,0.0,0.0,21,21,False
SRR26910967#1,22F,1,0.0,0.0,22F,22,False
SRR26880053#10,3,1,3.325939e-05,3.325939e-05,3,3,False
ERR925141#1,16F,1,0.0,0.0,16F,16F,False
SRR26883941#5,8,1,0.0,0.0,8,8,False
SRR26749754#2,12F,1,0.0,0.0,12F,12_44_46,False
SRR26749754#9,12F,1,0.0,0.0,12F,12_44_46,False
SRR26817740#14,33F,1,2.3841858e-07,2.3841858e-07,33F,33A_33F_37,False
SRR26817740#15,33F,1,1.1920929e-07,1.1920929e-07,33F,33A_33F_37,False
SRR26931504#1,9N,1,5.9604645e-08,5.9604645e-08,9N,9,False
SRR26931504#6,9N,1,0.0,0.0,9N,9,False
ERR326331#16,6B,1,0.0,0.0,6B,6,False
ERR326331#29,6B,1,0.0,0.0,6B,6,False
SRR26879918#17,23A,1,9.030104e-05,9.030104e-05,23A,23,False
SRR26879918#23,23A,1,0.0003965497,0.0003965497,23A,23,False
SRR26879533#6,3,1,0.0,0.0,3,3,False
ERR1788555#4,12F,1,0.0,0.0,12F,12_44_46,False
SRR26595143#3,12F,1,0.0,0.0,12F,12_44_46,False
SRR26595143#9,12F,1,0.0,0.0,12F,12_44_46,False
ERR311154#15,6B,1,0.047859013,0.047859013,6B,6,False
ERR311154#24,6B,1,0.0,0.0,6B,6,False
ERR2680975#1,19F,1,2.3841858e-07,2.3841858e-07,19F,19F,False
ERR2680975#4,19F,1,0.0,0.0,19F,19F,False
SRR26878441#3,8,1,0.0,0.0,8,8,False
SRR26878441#14,8,1,0.0,0.0,8,8,False
ERR2089466#1,34,1,5.9604645e-08,5.9604645e-08,18C,18,False
ERR2089466#9,34,1,0.00015670061,0.00015670061,34,34,False
ERR1191923#2,11A,1,0.0,0.0,11A,11,False
ERR4501443#1,24F,1,3.2424927e-05,3.2424927e-05,24F,Serogroup 24,False
ERR3270785#3,23F,1,0.0,0.0,23F,23,False
ERR997586#1,23B,1,5.9604645e-08,5.9604645e-08,23B,23,False
ERR714466#10,14,1,0.0,0.0,14,14,False
ERR714466#31,14,1,1.1920929e-07,1.1920929e-07,14,14,False
SRR26818087#2,31,1,1.7881393e-07,1.7881393e-07,31,31,False
ERR2090951#3,14,1,3.5762787e-07,3.5762787e-07,14,14,False
ERR2090951#18,14,1,0.000121712685,0.000121712685,14,14,False
ERR2091163#6,5,1,0.0,0.0,5,5,False
ERR2091163#25,5,1,0.0,0.0,5,5,False
ERR13374740#1,8,1,6.556511e-07,6.556511e-07,8,8,False
ERR13374740#5,8,1,0.00023043156,0.00023043156,8,8,False
ERR1788161#16,19F,1,6.824732e-05,6.824732e-05,15B/C,15B/C,False
ERR1788161#20,19F,1,0.0061993003,0.0061993003,19F,19F,False
ERR433822#2,1,1,1.7881393e-07,1.7881393e-07,1,1,False
ERR433822#5,1,1,0.0,0.0,1,1,False
ERR1422658#9,14,1,4.2557716e-05,4.2557716e-05,14,14,False
ERR1422658#31,14,1,0.0,0.0,14,14,False
ERR774188#6,23A,1,5.9604645e-08,5.9604645e-08,23A,23,False
SRR26879934#3,35F,1,0.0,0.0,35F,35F,False
ERR2089802#3,5,1,5.9604645e-08,5.9604645e-08,5,5,False
ERR2089802#26,5,1,2.3841858e-07,2.3841858e-07,5,5,False
ERR505615#18,23F,1,0.0,0.0,23F,23,False
ERR505615#31,23F,1,0.0,0.0,23F,23,False
SRR26879783#4,10A,1,0.0,0.0,10A,10,False
SRR26879783#24,10A,1,1.1920929e-07,1.1920929e-07,10A,10,False
ERR1333970#1,11A,1,0.0,0.0,11A,11,False
ERR2090896#1,1,1,0.0,0.0,1,1,False
ERR2090896#8,1,1,0.0,0.0,1,1,False
ERR600285#14,14,1,0.0,0.0,14,14,False
ERR600285#41,14,1,0.0,0.0,14,14,False
ERR742727#1,22F,1,0.00014311075,0.00014311075,22F,22,False
ERR3303249#1,6A,1,2.3841858e-07,2.3841858e-07,6A,6,False
SRR26930639#25,10A,1,0.0,0.0,10A,10,False
SRR26930639#30,10A,1,0.045757294,0.045757294,10A,10,False
ERR1066261#1,33A,1,0.09772712,0.09772712,33F,33A_33F_37,False
ERR1066261#21,33A,1,0.0803051,0.0803051,9V,9,False
SRR26880118#2,Serogroup 33,1,0.0,0.0,Serogroup 33,Serogroup 33,False
SRR26789691#8,22F,1,0.0,0.0,22F,22,False
SRR26789691#42,22F,1,0.0,0.0,22F,22,False
ERR925064#13,23F,1,0.0,0.0,23F,23,False
ERR925064#16,23F,1,1.7881393e-07,1.7881393e-07,23F,23,False
SRR26789783#6,8,1,0.0,0.0,8,8,False
SRR26789783#14,8,1,0.0,0.0,8,8,False
ERR909308#2,6B,1,2.3841858e-07,2.3841858e-07,6B,6,False
ERR909308#6,6B,1,0.0,0.0,6B,6,False
SRR26930427#1,35F,1,0.0,0.0,35F,35F,False
ERR1430908#8,7C,1,0.0,0.0,7C,7B_7C_40,False
ERR1430908#15,7C,1,2.9802322e-07,2.9802322e-07,7C,7B_7C_40,False
ERR913173#1,19A,1,0.0,0.0,19A,19A,False
ERR1065305#1,19B,1,0.0,0.0,19B,19B_19C,False
ERR2667557#9,14,1,0.0,0.0,14,14,False
ERR2667557#12,14,1,4.172325e-06,4.172325e-06,14,14,False
SRR26910519#1,9N,1,0.00043708086,0.00043708086,9N,9,False
SRR26884263#6,3,1,0.0,0.0,3,3,False
ERR845753#1,23B,1,7.1525574e-07,7.1525574e-07,23B,23,False
ERR2667873#2,1,1,1.1920929e-07,1.1920929e-07,1,1,False
ERR2667873#48,1,1,0.0,0.0,1,1,False
ERR2667498#1,18F,1,0.124732316,0.124732316,18F,18,False
ERR730702#1,19F,1,0.0,0.0,19F,19F,False
ERR433955#3,6B,1,5.9604645e-08,5.9604645e-08,6B,6,False
ERR1065554#3,35B,1,0.0,0.0,35B,35B_35D,False
ERR1065554#7,35B,1,0.0,0.0,35B,35B_35D,False
SRR26818477#3,35F,1,0.0,0.0,35F,35F,False
ERR774007#24,6B,1,1.1920929e-07,1.1920929e-07,6B,6,False
ERR774007#27,6B,1,0.00011193752,0.00011193752,6B,6,False
SRR26930551#1,8,1,8.34465e-06,8.34465e-06,8,8,False
ERR1065516#1,6A,1,3.0398369e-06,3.0398369e-06,6A,6,False
SRR26884600#1,22F,1,1.7881393e-07,1.7881393e-07,22F,22,False
SRR26884600#7,22F,1,0.0,0.0,22F,22,False
SRR26673086#1,11A,1,0.0,0.0,11A,11,False
SRR26673086#2,11A,1,0.0009972453,0.0009972453,11A,11,False
ERR2089345#6,19A,1,2.3841858e-07,2.3841858e-07,19A,19A,False
ERR2089345#21,19A,1,1.1920929e-07,1.1920929e-07,19A,19A,False
SRR26930711#24,10A,1,0.0,0.0,10A,10,False
SRR26930711#30,10A,1,0.0,0.0,10A,10,False
ERR1788475#2,14,1,0.0002090931,0.0002090931,14,14,False
ERR1788475#19,14,1,0.0,0.0,14,14,False
ERR2090404#1,1,1,0.0,0.0,1,1,False
ERR3796716#2,24F,1,1.5676022e-05,1.5676022e-05,24F,Serogroup 24,False
ERR646575#1,1,1,0.0,0.0,1,1,False
ERR646575#5,1,1,0.0,0.0,1,1,False
ERR316859#1,35B,1,0.0,0.0,35B,35B_35D,False
ERR316859#3,35B,1,0.29053628,0.29053628,19A,19A,True
SRR26789668#4,9N,1,0.0,0.0,9N,9,False
SRR26789668#11,9N,1,5.9604645e-08,5.9604645e-08,9N,9,False
ERR750966#1,4,1,5.9604645e-08,5.9604645e-08,4,4,False
ERR750966#2,4,1,0.02049601,0.02049601,4,4,False
ERR2091006#3,14,1,3.5762787e-07,3.5762787e-07,14,14,False
ERR2091006#15,14,1,0.0036492944,0.0036492944,14,14,False
ERR4501445#1,19A,1,1.1920929e-07,1.1920929e-07,19A,19A,False
ERR1422674#5,9V,1,0.0,0.0,9V,9,False
ERR1422674#17,9V,1,0.0,0.0,9V,9,False
ERR596416#20,11A,1,3.2246113e-05,3.2246113e-05,11A,11,False
ERR1065414#1,15A,1,1.1920929e-07,1.1920929e-07,15A,15,False
ERR1065414#8,15A,1,0.0048745275,0.0048745275,15A,15,False
ERR632912#1,19A,1,0.0,0.0,19A,19A,False
ERR1788061#6,6A,1,0.019307077,0.019307077,6A,6,False
ERR1788061#14,6A,1,2.8252602e-05,2.8252602e-05,6A,6,False
ERR1788049#7,6B,1,3.9756298e-05,3.9756298e-05,6B,6,False
SRR26834347#1,19A,1,0.0,0.0,19A,19A,False
ERR774543#1,15B/C,1,3.874302e-06,3.874302e-06,15B/C,15B/C,False
ERR774543#8,15B/C,1,4.61936e-05,4.61936e-05,15B/C,15B/C,False
ERR1192047#2,35B,1,0.00024682283,0.00024682283,35B,35B_35D,False
ERR1066215#19,6B,1,2.7418137e-06,2.7418137e-06,6B,6,False
ERR1066215#23,6B,1,5.9604645e-08,5.9604645e-08,6B,6,False
ERR505535#1,15A,1,0.0,0.0,15A,15,False
ERR600096#4,4,1,0.00029790401,0.00029790401,4,4,False
ERR600096#5,4,1,0.0,0.0,4,4,False
SRR26833598#2,8,1,0.0,0.0,8,8,False
SRR26833598#7,8,1,1.1920929e-07,1.1920929e-07,8,8,False
ERR869886#3,19B,1,0.022486866,0.022486866,19B,19B_19C,False
ERR869886#28,19B,1,0.10656357,0.10656357,10B,10,False
ERR742738#7,6A,1,0.0,0.0,6A,6,False
ERR742738#25,6A,1,0.0,0.0,6A,6,False
ERR3899319#2,23F,1,0.0074617267,0.0074617267,23F,23,False
SRR26930762#2,22F,1,0.0,0.0,22F,22,False
SRR26930762#14,22F,1,5.9604645e-08,5.9604645e-08,22F,22,False
SRR26750010#18,12F,1,0.0,0.0,12F,12_44_46,False
SRR26750010#104,12F,1,0.0,0.0,12F,12_44_46,False
ERR2667414#10,13,1,0.0025333166,0.0025333166,13,13,False
ERR2667414#14,13,1,5.9604645e-08,5.9604645e-08,13,13,False
SRR26833908#2,11A,1,0.0,0.0,11A,11,False
SRR26833908#7,11A,1,0.0018690228,0.0018690228,11A,11,False
ERR3303413#3,15B/C,1,5.5789948e-05,5.5789948e-05,15B/C,15B/C,False
SRR26594162#12,3,1,0.0,0.0,3,3,False
ERR3796783#1,24F,1,0.00010120869,0.00010120869,24F,Serogroup 24,False
SRR26715044#1,10A,1,6.4373016e-05,6.4373016e-05,10A,10,False
SRR26715044#25,10A,1,1.1920929e-07,1.1920929e-07,10A,10,False
SRR26878166#1,9N,1,0.0,0.0,9N,9,False
ERR884310#1,23F,1,7.1525574e-07,7.1525574e-07,23F,23,False
ERR2090592#1,5,1,7.748604e-07,7.748604e-07,5,5,False
ERR2090592#2,5,1,0.0,0.0,5,5,False
SRR26594880#1,8,1,5.9604645e-08,5.9604645e-08,8,8,False
ERR13374755#2,12F,1,0.0,0.0,12B,12_44_46,False
SRR26749237#6,3,1,0.0,0.0,3,3,False
SRR26714076#2,9N,1,2.1457672e-06,2.1457672e-06,9N,9,False
ERR505786#3,19A,1,0.0,0.0,19A,19A,False
ERR2213032#1,7B,1,0.0037992,0.0037992,7B,7B_7C_40,False
ERR4289113#7,28A,1,0.03330952,0.03330952,28A,28,False
ERR4289113#10,28A,1,0.0135246515,0.0135246515,28A,28,False
ERR714109#1,9V,1,0.0,0.0,9V,9,False
SRR26594214#3,12F,1,0.0,0.0,12F,12_44_46,False
SRR26594214#8,12F,1,0.0,0.0,12F,12_44_46,False
SRR26673363#7,8,1,0.00078719854,0.00078719854,8,8,False
SRR26673363#14,8,1,0.0,0.0,8,8,False
ERR3796864#4,24F,1,1.9073486e-05,1.9073486e-05,24F,Serogroup 24,False
ERR2681239#1,19F,1,0.0,0.0,19F,19F,False
ERR2681239#3,19F,1,0.0,0.0,19F,19F,False
SRR26879753#1,22F,1,0.0,0.0,22F,22,False
SRR26879753#3,22F,1,0.0,0.0,22F,22,False
ERR2853410#1,19A,1,4.1365623e-05,4.1365623e-05,19A,19A,False
SRR26931432#1,8,1,0.0,0.0,8,8,False
SRR26879807#1,8,1,0.0,0.0,8,8,False
ERR13364726#1,8,1,3.2365322e-05,3.2365322e-05,8,8,False
ERR570430#2,1,1,0.0,0.0,1,1,False
ERR570430#8,1,1,0.0,0.0,1,1,False
SRR26818330#2,23B,1,0.0,0.0,23B,23,False
SRR26818330#37,23B,1,0.0,0.0,23B,23,False
SRR26789382#2,8,1,0.0,0.0,8,8,False
SRR26789382#4,8,1,5.9604645e-08,5.9604645e-08,8,8,False
SRR26884402#1,8,1,0.0,0.0,8,8,False
SRR26931137#2,35B,1,0.0,0.0,35B,35B_35D,False
ERR2213017#1,7B,1,0.0,0.0,7B,7B_7C_40,False
ERR505750#2,19A,1,1.1920929e-07,1.1920929e-07,19A,19A,False
ERR505750#10,19A,1,0.0,0.0,19A,19A,False
ERR1202271#1,35B,1,0.0012122393,0.0012122393,35B,35B_35D,False
SRR26931410#1,12F,1,1.1920929e-07,1.1920929e-07,12F,12_44_46,False
SRR26931410#8,12F,1,0.0,0.0,12F,12_44_46,False
ERR1788554#1,23F,1,0.0,0.0,23F,23,False
ERR742759#4,5,1,0.0,0.0,5,5,False
ERR742759#24,5,1,0.0,0.0,5,5,False
ERR1065426#1,19A,1,0.0,0.0,19A,19A,False
ERR1422600#1,6C,1,0.0,0.0,6C,6,False
ERR2089948#2,7B,1,0.0,0.0,7B,7B_7C_40,False
SRR26833766#3,8,1,0.0,0.0,8,8,False
SRR26833766#4,8,1,0.0,0.0,8,8,False
SRR26789247#1,33F,1,6.502867e-05,6.502867e-05,33F,33A_33F_37,False
SRR26834246#6,33F,1,0.0,0.0,33F,33A_33F_37,False
SRR26834246#18,33F,1,1.1920929e-07,1.1920929e-07,33F,33A_33F_37,False
SRR26879591#4,3,1,0.0,0.0,3,3,False
ERR316584#5,5,1,0.0,0.0,5,5,False
ERR316584#60,5,1,1.7881393e-07,1.7881393e-07,5,5,False
ERR326715#27,9V,1,0.0,0.0,9V,9,False
ERR326715#50,9V,1,0.0,0.0,9V,9,False
ERR925086#2,18C,1,1.1920929e-07,1.1920929e-07,18C,18,False
ERR925086#14,18C,1,1.4662743e-05,1.4662743e-05,18C,18,False
ERR1430799#25,4,1,1.1920929e-07,1.1920929e-07,4,4,False
ERR1430799#33,4,1,4.0888786e-05,4.0888786e-05,4,4,False
ERR742551#7,12F,1,5.9604645e-08,5.9604645e-08,12F,12_44_46,False
ERR742551#8,12F,1,0.0,0.0,12F,12_44_46,False
SRR26673515#7,8,1,1.1920929e-07,1.1920929e-07,8,8,False
SRR26673515#21,8,1,0.0,0.0,8,8,False
SRR26789650#15,23A,1,0.0,0.0,23A,23,False
ERR2089705#1,18A,1,0.0,0.0,18A,18,False
ERR13366129#3,22F,1,0.0,0.0,22F,22,False
ERR13366129#6,22F,1,0.0,0.0,22F,22,False
ERR3270726#4,35F,1,2.3841858e-07,2.3841858e-07,35F,35F,False
ERR2680667#1,19A,1,0.0,0.0,19A,19A,False
SRR26880089#1,9N,1,5.9604645e-08,5.9604645e-08,9N,9,False
SRR26880089#6,9N,1,0.0,0.0,9N,9,False
ERR3796511#2,14,1,0.0,0.0,14,14,False
ERR3796511#6,14,1,0.0,0.0,14,14,False
ERR1191901#12,6B,1,2.3841858e-07,2.3841858e-07,6B,6,False
ERR1191901#13,6B,1,0.0,0.0,6B,6,False
ERR646559#6,4,1,1.1920929e-07,1.1920929e-07,4,4,False
ERR646559#19,4,1,3.5762787e-07,3.5762787e-07,4,4,False
ERR600306#4,19A,1,5.9604645e-08,5.9604645e-08,19A,19A,False
ERR600306#15,19A,1,3.5762787e-07,3.5762787e-07,19A,19A,False
ERR773906#1,8,1,5.9604645e-08,5.9604645e-08,8,8,False
ERR1788272#5,14,1,0.02674812,0.02674812,14,14,False
ERR1788272#8,14,1,0.0,0.0,14,14,False
ERR3796630#5,24F,1,3.8802624e-05,3.8802624e-05,24F,Serogroup 24,False
ERR13364587#1,6C,1,0.00040072203,0.00040072203,6C,6,False
ERR13364587#4,6C,1,0.0053340197,0.0053340197,6C,6,False
SRR26594870#1,6C,1,0.012828052,0.012828052,6C,6,False
SRR26878669#24,9N,1,5.9604645e-08,5.9604645e-08,9N,9,False
SRR26878669#62,9N,1,0.0,0.0,9N,9,False
ERR742643#8,6B,1,0.0,0.0,6B,6,False
ERR13364416#11,14,1,0.0,0.0,14,14,False
ERR13364416#12,14,1,0.0,0.0,14,14,False
ERR3796685#4,24F,1,0.0,0.0,Serogroup 24,Serogroup 24,False
ERR876450#13,19F,1,2.9802322e-07,2.9802322e-07,19F,19F,False
ERR876450#60,19F,1,0.0026099086,0.0026099086,19F,19F,False
ERR1065659#3,19A,1,0.0,0.0,19A,19A,False
SRR26673310#15,9N,1,1.1920929e-07,1.1920929e-07,9N,9,False
SRR26673310#23,9N,1,1.1920929e-07,1.1920929e-07,9N,9,False
ERR2090839#1,8,1,0.0,0.0,8,8,False
ERR1065957#2,34,1,0.0,0.0,34,34,False
SRR26797809#2,15A,1,0.0,0.0,15A,15,False
ERR876573#1,1,1,5.9604645e-08,5.9604645e-08,1,1,False
ERR876573#69,1,1,0.0,0.0,1,1,False
ERR742543#1,3,1,0.0,0.0,3,3,False
SRR26883785#1,19A,1,0.0,0.0,19A,19A,False
ERR433835#3,1,1,0.0,0.0,1,1,False
ERR433835#39,1,1,0.0,0.0,1,1,False
ERR338210#3,12F,1,0.0,0.0,12F,12_44_46,False
ERR338210#9,12F,1,0.0,0.0,12F,12_44_46,False
SRR26714286#2,Serogroup 24,1,0.0,0.0,Serogroup 24,Serogroup 24,False
ERR434015#7,12F,1,0.0,0.0,12F,12_44_46,False
ERR434015#17,12F,1,1.1920929e-07,1.1920929e-07,12F,12_44_46,False
ERR2667763#1,1,1,1.1920929e-07,1.1920929e-07,1,1,False
ERR2667763#50,1,1,0.0,0.0,1,1,False
SRR26930873#1,19A,1,5.9604645e-08,5.9604645e-08,19A,19A,False
ERR913170#1,19A,1,0.0,0.0,19A,19A,False
SRR26879561#2,8,1,0.0,0.0,8,8,False
SRR26879561#7,8,1,1.1920929e-07,1.1920929e-07,8,8,False
ERR13374843#1,11A,1,1.7881393e-06,1.7881393e-06,11A,11,False
ERR2089838#2,14,1,0.0011585355,0.0011585355,14,14,False
ERR2089838#18,14,1,0.1339882,0.1339882,14,14,False
ERR505644#2,19F,1,0.0,0.0,19F,19F,False
SRR26797962#1,8,1,0.0,0.0,8,8,False
SRR26797962#6,8,1,0.0,0.0,8,8,False
SRR26595112#1,15A,1,0.0,0.0,15A,15,False
ERR2089158#7,6A,1,0.0,0.0,6A,6,False
ERR2089158#27,6A,1,0.0,0.0,6A,6,False
ERR505885#11,7F,1,0.0,0.0,7F,7A_7F,False
ERR505885#54,7F,1,1.1920929e-07,1.1920929e-07,7F,7A_7F,False
ERR774491#1,15B/C,1,0.0,0.0,15C,15,False
ERR2667875#17,5,1,0.0,0.0,5,5,False
ERR2667875#18,5,1,3.5762787e-07,3.5762787e-07,5,5,False
ERR3796732#3,24F,1,0.0,0.0,Serogroup 24,Serogroup 24,False
ERR3796894#4,24F,1,0.0,0.0,Serogroup 24,Serogroup 24,False
ERR1065551#1,14,1,0.0,0.0,14,14,False
ERR1065551#2,14,1,0.0,0.0,14,14,False
SRR26797275#2,34,1,1.013279e-06,1.013279e-06,34,34,False
SRR26930857#10,15B,1,2.9206276e-06,2.9206276e-06,15B,15,False
ERR506027#1,20B,1,4.4941902e-05,4.4941902e-05,20B,20,False
ERR506027#3,20B,1,0.024214923,0.024214923,20B,20,False
SRR26880132#4,35B,1,0.0,0.0,35B,35B_35D,False
SRR26880132#7,35B,1,0.0,0.0,35B,35B_35D,False
SRR26818075#2,8,1,0.0,0.0,8,8,False
SRR26818075#8,8,1,0.00044238567,0.00044238567,8,8,False
